"","date","visit","farm","cow_id","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2"
"891","2.17.2020","third","Choiniere","38","j",4,NA,NA
"892","2.17.2020","third","Choiniere","93","j",2,NA,NA
"893","2.17.2020","third","Choiniere","86","j",2,NA,NA
"894","2.17.2020","third","Choiniere","35","j",1,NA,NA
"895","2.17.2020","third","Choiniere","57","j",4,NA,NA
"896","2.17.2020","third","Choiniere","28","j",3,NA,NA
"897","2.17.2020","third","Choiniere","8","j",1,NA,NA
"898","2.17.2020","third","Choiniere","23","j",2,NA,NA
"899","2.17.2020","third","Choiniere","54","j",2,NA,NA
"900","2.17.2020","third","Choiniere","48","j",2,NA,NA
"901","2.17.2020","third","Choiniere","97","j",4,NA,NA
"902","2.17.2020","third","Choiniere","89","j",2,NA,NA
"903","2.17.2020","third","Choiniere","16","j",3,NA,NA
"904","2.17.2020","third","Choiniere","27","j",1,NA,NA
"905","2.17.2020","third","Choiniere","3","j",3,NA,NA
"906","2.17.2020","third","Choiniere","30","j",3,NA,NA
"907","2.17.2020","third","Choiniere","26","j",2,NA,NA
"908","2.17.2020","third","Choiniere","52","j",2,NA,NA
"909","2.17.2020","third","Choiniere","49","j",2,NA,NA
"910","3.16.2020","fourth","Choiniere","86","j",2,"c",2
"911","3.16.2020","fourth","Choiniere","48","j",1,"c",1
"912","3.16.2020","fourth","Choiniere","49","j",2,"c",2
"913","3.16.2020","fourth","Choiniere","16","j",3,"c",3
"914","3.16.2020","fourth","Choiniere","57","j",1,"c",1
"915","3.16.2020","fourth","Choiniere","66","j",1,"c",1
"916","3.16.2020","fourth","Choiniere","35","j",1,"c",2
"917","3.16.2020","fourth","Choiniere","34","j",2,"c",2
"918","3.16.2020","fourth","Choiniere","12","j",1,"c",2
"919","3.16.2020","fourth","Choiniere","40","j",1,"c",3
"920","3.16.2020","fourth","Choiniere","19","j",2,"c",2
"921","3.16.2020","fourth","Choiniere","23","j",2,"c",2
"922","3.16.2020","fourth","Choiniere","54","j",1,"c",1
"923","3.16.2020","fourth","Choiniere","93","j",2,"c",2
"924","3.16.2020","fourth","Choiniere","41","j",1,"c",2
"925","3.16.2020","fourth","Choiniere","17","j",1,"c",1
"926","3.16.2020","fourth","Choiniere","74","j",3,"c",2
"927","3.16.2020","fourth","Choiniere","38","j",2,"c",2
"928","3.16.2020","fourth","Choiniere","52","j",1,"c",1
"929","3.16.2020","fourth","Choiniere","741","j",NA,"c",4
"930","3.16.2020","fourth","Choiniere","32","j",2,"c",2
"931","3.16.2020","fourth","Choiniere","1016.96","j",2,"c",2
"932","3.16.2020","fourth","Choiniere","3","j",2,"c",2
"933","3.16.2020","fourth","Choiniere","89","j",2,"c",2
"934","3.16.2020","fourth","Choiniere","87","j",2,"c",2
"935","3.16.2020","fourth","Choiniere","65","j",1,"c",2
"936","3.16.2020","fourth","Choiniere","8","j",1,"c",1
"937","3.16.2020","fourth","Choiniere","26","j",2,"c",3
"938","3.16.2020","fourth","Choiniere","9","j",2,"c",2
"939","3.16.2020","fourth","Choiniere","7","j",1,"c",2
"940","3.16.2020","fourth","Choiniere","28","j",3,"c",3
"941","3.16.2020","fourth","Choiniere","69","j",2,"c",2
"942","3.16.2020","fourth","Choiniere","97","j",2,"c",1
"943","3.16.2020","fourth","Choiniere","4","j",2,"c",3
"944","3.16.2020","fourth","Choiniere","27","j",1,"c",1
"945","3.16.2020","fourth","Choiniere","56","j",2,"c",2
"946","1.3.2020","first","OughtaBe","easter","j",2,"c",3
"947","1.3.2020","first","OughtaBe","kit","j",2,"c",2
"948","1.3.2020","first","OughtaBe","maxie","j",2,"c",3
"949","1.3.2020","first","OughtaBe","aloha","j",2,"c",2
"950","1.3.2020","first","OughtaBe","teach","j",2,"c",NA
"951","1.3.2020","first","OughtaBe","pg","j",1,"c",3
"952","1.3.2020","first","OughtaBe","rabbit","j",2,"c",2
"953","1.3.2020","first","OughtaBe","izzie","j",3,"c",3
"954","1.3.2020","first","OughtaBe","goody","j",3,"c",3
"955","1.3.2020","first","OughtaBe","korny","j",4,"c",4
"956","1.3.2020","first","OughtaBe","racer","j",2,"c",3
"957","1.3.2020","first","OughtaBe","bella","j",2,"c",2
"958","1.3.2020","first","OughtaBe","tess","j",3,"c",3
"959","1.3.2020","first","OughtaBe","peonie","j",NA,"c",NA
"960","1.3.2020","first","OughtaBe","jersey","j",3,"c",3
"961","1.3.2020","first","OughtaBe","kandykorn","j",1,"c",2
"962","1.3.2020","first","OughtaBe","lemon","j",2,"c",2
"963","1.3.2020","first","OughtaBe","butterfly","j",1,"c",2
"964","1.3.2020","first","OughtaBe","karla","j",2,"c",3
"965","1.3.2020","first","OughtaBe","jenny","j",1,"c",2
"966","1.3.2020","first","OughtaBe","pistol","j",3,"c",3
"967","1.3.2020","first","OughtaBe","mschar","j",1,"c",1
"968","1.3.2020","first","OughtaBe","spice","j",2,"c",2
"969","1.3.2020","first","OughtaBe","alf","j",1,"c",2
"970","1.3.2020","first","OughtaBe","spot","j",4,"c",3
"971","1.3.2020","first","OughtaBe","whinnie","j",4,"c",4
"972","1.3.2020","first","OughtaBe","bullet","j",1,"c",1
"973","1.3.2020","first","OughtaBe","tiktac","j",3,"c",2
"974","1.3.2020","first","OughtaBe","penny","j",3,"c",4
"975","1.3.2020","first","OughtaBe","butter","j",2,"c",2
"976","1.3.2020","first","OughtaBe","honey","j",4,"c",3
"977","1.3.2020","first","OughtaBe","tiktoe","j",2,"c",2
"978","1.3.2020","first","OughtaBe","peacock","j",2,"c",2
"979","1.3.2020","first","OughtaBe","applepie","j",4,"c",4
"980","1.3.2020","first","OughtaBe","katie","j",2,"c",2
"981","1.3.2020","first","OughtaBe","ginger","j",1,"c",1
"982","2.14.2020","second","OughtaBe","easter","t",3,"c",2
"983","2.14.2020","second","OughtaBe","aloha","t",2,"c",2
"984","2.14.2020","second","OughtaBe","kit","t",2,"c",2
"985","2.14.2020","second","OughtaBe","teach","t",3,"c",2
"986","2.14.2020","second","OughtaBe","rabbit","t",3,"c",2
"987","2.14.2020","second","OughtaBe","maxie","t",2,"c",2
"988","2.14.2020","second","OughtaBe","pg","t",3,"c",2
"989","2.14.2020","second","OughtaBe","izzie","t",2,"c",2
"990","2.14.2020","second","OughtaBe","goody","t",3,"c",3
"991","2.14.2020","second","OughtaBe","tess","t",2,"c",2
"992","2.14.2020","second","OughtaBe","korny","t",2,"c",1
"993","2.14.2020","second","OughtaBe","bella","t",2,"c",1
"994","2.14.2020","second","OughtaBe","racer","t",4,"c",3
"995","2.14.2020","second","OughtaBe","kandykorn","t",2,"c",1
"996","2.14.2020","second","OughtaBe","peonie","t",3,"c",2
"997","2.14.2020","second","OughtaBe","jersey","t",4,"c",4
"998","2.14.2020","second","OughtaBe","mschar","t",2,"c",2
"999","2.14.2020","second","OughtaBe","karla","t",2,"c",2
"1000","2.14.2020","second","OughtaBe","lemon","t",3,"c",3
"1001","2.14.2020","second","OughtaBe","butterfly","t",2,"c",2
"1002","2.14.2020","second","OughtaBe","spice","t",1,"c",1
"1003","2.14.2020","second","OughtaBe","jenny","t",3,"c",3
"1004","2.14.2020","second","OughtaBe","gold","t",2,"c",2
"1005","2.14.2020","second","OughtaBe","alf","t",1,"c",1
"1006","2.14.2020","second","OughtaBe","tiktac","t",2,"c",2
"1007","2.14.2020","second","OughtaBe","whinnie","t",3,"c",3
"1008","2.14.2020","second","OughtaBe","pistol","t",3,"c",3
"1009","2.14.2020","second","OughtaBe","spot","t",3,"c",2
"1010","2.14.2020","second","OughtaBe","honey","t",3,"c",3
"1011","2.14.2020","second","OughtaBe","bullet","t",1,"c",1
"1012","2.14.2020","second","OughtaBe","butter","t",3,"c",4
"1013","2.14.2020","second","OughtaBe","penny","t",3,"c",4
"1014","2.14.2020","second","OughtaBe","tiktoe","t",2,"c",3
"1015","2.14.2020","second","OughtaBe","ginger","t",1,"c",1
"1016","2.14.2020","second","OughtaBe","katie","t",1,"c",1
"1017","2.14.2020","second","OughtaBe","applepie","t",3,"c",3
"1018","2.14.2020","second","OughtaBe","peacock","t",2,"c",2
"1019","3.12.2020","third","OughtaBe","rabbit","j",1,"c",1
"1020","3.12.2020","third","OughtaBe","aloha","j",2,"c",2
"1021","3.12.2020","third","OughtaBe","teach","j",3,"c",3
"1022","3.12.2020","third","OughtaBe","pg","j",1,"c",2
"1023","3.12.2020","third","OughtaBe","kit","j",2,"c",2
"1024","3.12.2020","third","OughtaBe","korny","j",4,"c",4
"1025","3.12.2020","third","OughtaBe","grape","j",2,"c",1
"1026","3.12.2020","third","OughtaBe","jersey","j",4,"c",4
"1027","3.12.2020","third","OughtaBe","ruger","j",4,"c",3
"1028","3.12.2020","third","OughtaBe","goody","j",3,"c",3
"1029","3.12.2020","third","OughtaBe","izzie","j",3,"c",3
"1030","3.12.2020","third","OughtaBe","tess","j",1,"c",2
"1031","3.12.2020","third","OughtaBe","racer","j",2,"c",2
"1032","3.12.2020","third","OughtaBe","peonie","j",3,"c",4
"1033","3.12.2020","third","OughtaBe","butterfly","j",2,"c",3
"1034","3.12.2020","third","OughtaBe","kandykorn","j",1,"c",1
"1035","3.12.2020","third","OughtaBe","kooper","j",1,"c",1
"1036","3.12.2020","third","OughtaBe","lemon","j",4,"c",4
"1037","3.12.2020","third","OughtaBe","mschar","j",1,"c",2
"1038","3.12.2020","third","OughtaBe","karla","j",3,"c",2
"1039","3.12.2020","third","OughtaBe","spice","j",3,"c",2
"1040","3.12.2020","third","OughtaBe","alf","j",2,"c",3
"1041","3.12.2020","third","OughtaBe","gold","j",4,"c",3
"1042","3.12.2020","third","OughtaBe","jenny","j",2,"c",2
"1043","3.12.2020","third","OughtaBe","tiktac","j",1,"c",1
"1044","3.12.2020","third","OughtaBe","whinnie","j",2,"c",3
"1045","3.12.2020","third","OughtaBe","bullet","j",1,"c",1
"1046","3.12.2020","third","OughtaBe","spot","j",2,"c",2
"1047","3.12.2020","third","OughtaBe","honey","j",4,"c",3
"1048","3.12.2020","third","OughtaBe","butter","j",2,"c",3
"1049","3.12.2020","third","OughtaBe","pistol","j",4,"c",3
"1050","3.12.2020","third","OughtaBe","penny","j",4,"c",4
"1051","3.12.2020","third","OughtaBe","tiktoe","j",3,"c",4
"1052","3.12.2020","third","OughtaBe","ginger","j",1,"c",1
"1053","3.12.2020","third","OughtaBe","katie","j",1,"c",1
