date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,Pathogen_group,NAS_species,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,scc,scc_div_100k,ls,contam,contam_comment
1.6.2020,first,vontrapp,32,imogene,LH,cns,yes1,,,,,,,1,vt029,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,2000,0.02,0,,
3.10.2020,third,vontrapp,22,iris,LH,cns,yes1,,,,,,,1,vt090,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,2000,0.02,0,,
3.10.2020,third,vontrapp,34,hosana,LF,cns,yes2,,,,,,,2,vt098,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,2000,0.02,0,,
1.21.2020,second,choiniere,16,7,RH,cns,yes1,,,,,,,1,cf103,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,2000,0.02,0,,
3.16.2020,fourth,choiniere,30,7,RF,cns,yes2,,,,,,,2,cf232,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,2000,0.02,0,,
12.13.2019,first,swallowdale,9,diane,RF,cns,yes1,,,,,,,1,sw013,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,3000,0.03,0,,
2.28.2020,third,swallowdale,35,skyler,LH,cns,yes1,,,,,,,1,sw134,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,3000,0.03,0,,
3.20.2020,third,paddlebridge,4,loha32,RH,cns,yes2,,,,,,,2,pb064,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,3000,0.03,0,,
12.17.2019,first,bj,1,757,LF,cns,yes1,,,,,,,1,bj001,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,3000,0.03,0,,
1.2.2020,first,butterworks,20,love,RF,cns,yes2,,,,,,,2,bw035,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,j,2,c,2,NA,NA,NA,3000,0.03,0,,
3.12.2020,third,oughtabe,14,peonie,RH,cns,yes2,,,,,,,2,ob131,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,4000,0.04,0,,
12.19.2019,first,lynd,17,atlantic,RH,cns,yes2,,,,,,,2,lf023,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,5000,0.05,0,,
2.12.2020,second,vontrapp,31,imogene,LF,cns,yes2,,,,,,,2,vt060,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,5000,0.05,0,,
12.19.2019,first,lynd,11,jitterbug,LH,cns,yes2,,,,,,,2,lf013,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,6000,0.06,0,,
3.19.2020,third,glennview,3,172,RF,cns,yes2,,,,,,,2,gv104,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,7000,0.07,0,,
2.21.2020,second,paddlebridge,23,shiela375,LH,cns,yes2,,,,,,,2,pb043,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,7000,0.07,0,,
12.19.2019,first,lynd,15,amarillo,LF,cns,yes2,,,,,,,2,lf020,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,7000,0.07,0,,
3.10.2020,third,vontrapp,25,ardetta,LH,cns,yes2,,,,,,,2,vt093,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,7000,0.07,0,,
2.12.2020,second,vontrapp,3,lena,RF,cns,yes2,,,,,,,2,vt036,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,8000,0.08,0,,
3.10.2020,third,vontrapp,7,matilda,RH,cns,yes2,,,,,,,2,vt073,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,8000,0.08,0,,
2.14.2020,second,oughtabe,2,aloha,RH,cns,yes1,,,,,,,1,ob057,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,10000,0.1,0,,
12.13.2019,first,swallowdale,31,jewel,LH,cns,yes2,,,,,,,2,sw050,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,11000,0.11,0,,
12.11.2019,first,choiniere,16,9,LH,cns,yes2,,,,,,,2,cf031,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,11000,0.11,0,,
3.19.2020,third,glennview,15,128,RH,cns,yes1,corynebac,no5,,,,,1,gv131,CNS,NAS (not yet ID'd),,,gv132,corynebacterium species,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,12000,0.12,0,,
3.12.2020,third,oughtabe,33,tiktoe,RF,cns,yes2,,,,,,,2,ob163,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,12000,0.12,0,,
1.6.2020,first,vontrapp,24,hyacinth,RH,cns,yes2,,,,,,,2,vt026,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,13000,0.13,0.056583528,,
2.26.2020,third,bj,15,693,LH,cns,yes1,,,,,,,1,bj065,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,13000,0.13,0.056583528,,
2.4.2020,second,butterworks,9,wildcucumber,LH,cns,yes21,,,,,,,21,bw079,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,13000,0.13,0.056583528,,
3.12.2020,third,oughtabe,17,kooper,LF,cns,yes2,,,,,,,2,ob136,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,j,1,c,1,NA,NA,NA,13000,0.13,0.056583528,,
12.13.2019,first,swallowdale,14,quantum,LF,cns,yes2,,,,,,,2,sw026,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,15000,0.15,0.263034406,,
12.12.2019,first,stonypond,2,zag,LF,cns,yes2,,,,,,,2,sp002,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,15000,0.15,0.263034406,,
12.19.2019,first,lynd,13,kowabunga,LF,cns,yes2,,,,,,,2,lf016,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,15000,0.15,0.263034406,,
12.13.2019,first,swallowdale,35,maisie,RH,cns,yes1,,,,,,,1,sw053,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,16000,0.16,0.35614381,,
2.26.2020,third,bj,23,708,RH,cns,yes1,,,,,,,1,bj075,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,18000,0.18,0.526068812,,
1.21.2020,second,choiniere,6,54,LH,cns,yes2,,,,,,,2,cf087,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,c,1,NA,NA,NA,18000,0.18,0.526068812,,
1.2.2020,first,butterworks,8,wildcucumber,LH,cns,yes2,,,,,,,2,bw010,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,19000,0.19,0.604071324,,
3.12.2020,third,oughtabe,33,tiktoe,LH,cns,yes2,,,,,,,2,ob160,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,19000,0.19,0.604071324,,
12.19.2019,first,lynd,12,lilac,RH,cns,yes2,,,,,,,2,lf015,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,20000,0.2,0.678071905,,
3.12.2020,third,oughtabe,33,tiktoe,LF,cns,yes2,,,,,,,2,ob161,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,20000,0.2,0.678071905,,
1.30.2020,second,lynd,28,lilac,RH,cns,yes2,,,,,,,2,lf079,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,21000,0.21,0.748461233,,
1.14.2020,first,glennview,33,79,RF,cns,yes1,,,,,,,1,gv046,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,j,2,c,3,NA,NA,NA,22000,0.22,0.815575429,,
1.14.2020,first,glennview,35,205,RH,cns,yes2,,,,,,,2,gv048,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,22000,0.22,0.815575429,,
3.12.2020,third,oughtabe,32,penny,LF,cns,yes1,,,,,,,1,ob159,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,22000,0.22,0.815575429,,
1.29.2020,second,bj,11,739,LH,cns,yes2,,,,,,,2,bj040,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,23000,0.23,0.879705766,,
12.13.2019,first,swallowdale,30,cassia,RH,cns,yes2,,,,,,,2,sw049,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,24000,0.24,0.941106311,,
1.22.2020,second,swallowdale,7,paige,LH,cns,yes2,,,,,,,2,sw063,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,24000,0.24,0.941106311,,
1.17.2020,first,paddlebridge,33,annabeth2,LH,cns,yes2,,,,,,,2,pb028,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,24000,0.24,0.941106311,,
3.10.2020,third,vontrapp,3,leopard,LF,cns,yes2,,,,,,,2,vt066,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,24000,0.24,0.941106311,,
3.10.2020,third,vontrapp,23,patchouli,RF,cns,yes2,,,,,,,2,vt101,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,24000,0.24,0.941106311,,
3.10.2020,third,vontrapp,7,matilda,RF,cns,yes2,,,,,,,2,vt074,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,25000,0.25,1,,
3.10.2020,third,vontrapp,17,tilly,LH,cns,yes2,,,,,,,2,vt083,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,25000,0.25,1,,
2.21.2020,second,paddlebridge,22,marney382,LH,cns,yes2,,,,,,,2,pb041,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,26000,0.26,1.056583528,,
3.10.2020,third,vontrapp,35,lucha,LF,cns,yes2,,,,,,,2,vt099,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,26000,0.26,1.056583528,,
3.20.2020,third,paddlebridge,15,farrent31,RH,cns,yes2,,,,,,,2,pb072,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,28000,0.28,1.163498732,,
1.6.2020,first,vontrapp,15,ursala,LH,cns,yes2,,,,,,,2,vt016,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,29000,0.29,1.214124805,,
1.6.2020,first,vontrapp,22,irene,LF,cns,yes2,,,,,,,2,vt022,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,29000,0.29,1.214124805,,
3.10.2020,third,vontrapp,3,leopard,RF,cns,yes2,,,,,,,2,vt067,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,29000,0.29,1.214124805,,
1.21.2020,second,choiniere,34,56,LF,cns,yes2,,,,,,,2,cf131,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,34000,0.34,1.443606651,,
1.3.2020,first,oughtabe,23,spice,LH,cns,yes2,,,,,,,2,ob031,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,34000,0.34,1.443606651,,
1.6.2020,first,vontrapp,23,lilac,RH,cns,yes2,,,,,,,2,vt025,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,35000,0.35,1.485426827,,
12.13.2019,first,swallowdale,8,cambric,LH,cns,yes2,,,,,,,2,sw010,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,36000,0.36,1.526068812,,
1.17.2020,first,paddlebridge,19,farrent31,RH,cns,yes2,,,,,,,2,pb014,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,36000,0.36,1.526068812,,
12.19.2019,first,lynd,10,licorice,LH,cns,yes2,,,,,,,2,lf011,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,36000,0.36,1.526068812,,
12.17.2019,first,bj,8,739,LH,cns,yes2,,,,,,,2,bj009,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,36000,0.36,1.526068812,,
12.19.2019,first,lynd,3,life,LF,cns,yes2,,,,,,,2,lf003,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,37000,0.37,1.565597176,,
2.17.2020,third,choiniere,34,52,RH,cns,yes2,,,,,,,2,cf180,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,37000,0.37,1.565597176,,
3.16.2020,fourth,choiniere,32,69,RH,cns,yes2,,,,,,,2,cf235,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,39000,0.39,1.641546029,,
12.19.2019,first,lynd,11,jitterbug,RH,cns,yes2,,,,,,,2,lf014,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,40000,0.4,1.678071905,,
2.4.2020,second,butterworks,5,pomme,LF,cns,yes1,,,,,,,1,bw074,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,40000,0.4,1.678071905,,
12.11.2019,first,choiniere,30,869,RH,cns,yes2,,,,,,,2,cf056,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,40000,0.4,1.678071905,,
1.6.2020,first,vontrapp,7,matilda,RF,cns,yes2,,,,,,,2,vt008,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,42000,0.42,1.748461233,,
2.12.2020,second,vontrapp,13,clara,RF,cns,yes2,,,,,,,2,vt045,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,42000,0.42,1.748461233,,
2.17.2020,third,choiniere,14,12,RF,cns,yes2,,,,,,,2,cf153,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,42000,0.42,1.748461233,,
1.2.2020,first,butterworks,19,manzana,RF,cns,yes2,,,,,,,2,bw032,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,43000,0.43,1.782408565,,
1.3.2020,first,oughtabe,16,kandykorn,LF,cns,yes1,,,,,,,1,ob022,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,43000,0.43,1.782408565,,
1.22.2020,second,swallowdale,6,goldie,LF,cns,yes2,,,,,,,2,sw060,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,45000,0.45,1.847996907,,
3.16.2020,fourth,choiniere,19,52,RH,cns,yes2,,,,,,,2,cf219,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,45000,0.45,1.847996907,,
2.19.2020,second,glennview,8,133,LH,cns,yes2,,,,,,,2,gv059,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,3,NA,NA,NA,46000,0.46,1.879705766,,
2.21.2020,second,paddlebridge,9,farrent31,LH,cns,yes2,,,,,,,2,pb030,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,46000,0.46,1.879705766,,
2.21.2020,second,paddlebridge,12,fitzi13,RF,cns,yes2,,,,,,,2,pb033,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,46000,0.46,1.879705766,,
3.20.2020,third,paddlebridge,1,germ1140,RH,cns,yes2,,,,,,,2,pb062,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,46000,0.46,1.879705766,,
3.16.2020,fourth,choiniere,15,41,LF,cns,yes2,,,,,,,2,cf212,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,46000,0.46,1.879705766,,
2.21.2020,second,paddlebridge,35,farrah363,LF,cns,yes2,,,,,,,2,pb060,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,47000,0.47,1.910732662,,
3.10.2020,third,vontrapp,21,ursala,LH,cns,yes2,,,,,,,2,vt089,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,4,NA,NA,NA,48000,0.48,1.941106311,,
1.10.2020,second,stonypond,19,robin,RH,cns,yes1,,,,,,,1,sp052,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,50000,0.5,2,,
2.21.2020,second,paddlebridge,9,farrent31,RH,cns,yes2,,,,,,,2,pb031,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,50000,0.5,2,,
2.12.2020,second,vontrapp,8,esme,LF,cns,yes2,,,,,,,2,vt043,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,50000,0.5,2,,
2.12.2020,second,vontrapp,20,irene,LF,cns,yes2,,,,,,,2,vt050,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,50000,0.5,2,,
12.13.2019,first,swallowdale,30,cassia,LH,cns,yes2,,,,,,,2,sw048,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,51000,0.51,2.028569152,,
1.22.2020,second,swallowdale,15,quantum,LF,cns,yes2,,,,,,,2,sw074,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,52000,0.52,2.056583528,,
2.12.2020,second,vontrapp,16,tallula,RF,cns,yes2,,,,,,,2,vt049,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,53000,0.53,2.084064265,,
3.16.2020,fourth,choiniere,26,65,RF,cns,yes2,,,,,,,2,cf227,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,54000,0.54,2.111031312,,
12.13.2019,first,swallowdale,11,paige,RH,cns,yes2,cns,other18,,,,,2,sw017,CNS,NAS (not yet ID'd),,,sw018,,,,,,,NA,NA,,,,,tbd,,yes,NA,NA,NA,NA,NA,NA,NA,55000,0.55,2.137503524,,
12.19.2019,first,lynd,13,kowabunga,RF,cns,yes2,,,,,,,2,lf017,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,55000,0.55,2.137503524,,
1.2.2020,first,butterworks,17,nazareth,LF,cns,yes2,,,,,,,2,bw022,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,55000,0.55,2.137503524,,
1.17.2020,first,paddlebridge,12,fitzi13,RF,cns,yes2,,,,,,,2,pb005,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,56000,0.56,2.163498732,,
3.16.2020,fourth,choiniere,21,32,LF,cns,yes2,,,,,,,2,cf221,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,56000,0.56,2.163498732,,
12.13.2019,first,swallowdale,26,amber,LH,cns,yes2,,,,,,,2,sw041,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,57000,0.57,2.189033824,,
1.21.2020,second,choiniere,29,41,LF,cns,yes2,,,,,,,2,cf122,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,57000,0.57,2.189033824,,
12.12.2019,first,stonypond,12,ashley,LH,cns,yes2,,,,,,,2,sp014,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,58000,0.58,2.214124805,,
3.20.2020,third,paddlebridge,16,fitzi13,RF,cns,yes2,,,,,,,2,pb074,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,58000,0.58,2.214124805,,
2.12.2020,second,vontrapp,28,lucha,LF,cns,yes2,,,,,,,2,vt058,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,58000,0.58,2.214124805,,
12.13.2019,first,swallowdale,1,pledge,RH,cns,yes2,,,,,,,2,sw003,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,59000,0.59,2.23878686,,
2.12.2020,second,vontrapp,21,flavia,LF,cns,yes2,,,,,,,2,vt051,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,59000,0.59,2.23878686,,
12.13.2019,first,swallowdale,34,mabel,LF,cns,yes2,,,,,,,2,sw052,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,60000,0.6,2.263034406,,
1.10.2020,second,stonypond,9,lish,RH,cns,yes2,,,,,,,2,sp043,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,60000,0.6,2.263034406,,
1.6.2020,first,vontrapp,25,ardetta,RF,cns,yes2,,,,,,,2,vt027,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,60000,0.6,2.263034406,,
12.13.2019,first,swallowdale,27,marshmellow,LF,cns,yes2,,,,,,,2,sw044,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,61000,0.61,2.286881148,,
2.12.2020,second,vontrapp,25,lilac,RH,cns,yes2,,,,,,,2,vt056,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,61000,0.61,2.286881148,,
1.2.2020,first,butterworks,19,manzana,RH,cns,yes2,,,,,,,2,bw031,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,61000,0.61,2.286881148,,
1.2.2020,first,butterworks,22,avocado,LF,cns,yes2,,,,,,,2,bw038,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,61000,0.61,2.286881148,,
2.4.2020,second,butterworks,6,noel,LF,cns,yes2,,,,,,,2,bw077,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,61000,0.61,2.286881148,,
1.3.2020,first,oughtabe,32,tiktoe,LF,cns,yes2,,,,,,,2,ob042,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,61000,0.61,2.286881148,,
1.14.2020,first,glennview,35,205,LH,cns,yes2,,,,,,,2,gv047,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,63000,0.63,2.333423734,,
12.19.2019,first,lynd,10,licorice,RH,cns,yes2,,,,,,,2,lf012,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,63000,0.63,2.333423734,,
3.12.2020,third,oughtabe,21,spice,LF,cns,yes2,,,,,,,2,ob145,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,63000,0.63,2.333423734,,
1.14.2020,first,glennview,3,133,LH,cns,yes2,,,,,,,2,gv003,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,65000,0.65,2.378511623,,
2.12.2020,second,vontrapp,2,leopard,LF,cns,yes2,,,,,,,2,vt034,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,66000,0.66,2.40053793,,
