"","date","visit","farm","order","cow_id","quarter","path_1","path1_IMI","path_2","path2_IMI","path_3","path3_IMI","path_4","path4_IMI","quarter_code","isolate_1","isolate_2","isolate_3","isolate_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","IMI_series","hygiene_1","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment","uniqueID","scc_div_100k","ls","ls_no_neg","scc_200k","cause_path"
"1702","2.12.2020","second","vonTrapp",32,"iris","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"iris_RF_second",0.05,-1.321928095,0,"no",""
"1703","3.10.2020","third","vonTrapp",2,"gomora","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"gomora_LF_third",0.05,-1.321928095,0,"no",""
"1704","3.10.2020","third","vonTrapp",4,"vangie","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"vangie_RF_third",0.05,-1.321928095,0,"no",""
"1705","3.10.2020","third","vonTrapp",20,"alice","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"alice_RF_third",0.05,-1.321928095,0,"no",""
"1706","3.10.2020","third","vonTrapp",21,"ursala","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"ursala_RF_third",0.05,-1.321928095,0,"no",""
"1707","3.10.2020","third","vonTrapp",23,"patchouli","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"patchouli_RH_third",0.05,-1.321928095,0,"no",""
"1708","3.10.2020","third","vonTrapp",31,"jasmine","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"jasmine_LF_third",0.05,-1.321928095,0,"no",""
"1709","12.19.2019","first","Lynd",4,"ambrosia","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"ambrosia_RF_first",0.05,-1.321928095,0,"no",""
"1710","12.19.2019","first","Lynd",7,"mustache","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"mustache_RF_first",0.05,-1.321928095,0,"no",""
"1711","12.19.2019","first","Lynd",15,"amarillo","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"amarillo_RH_first",0.05,-1.321928095,0,"no",""
"1712","12.19.2019","first","Lynd",17,"atlantic","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"atlantic_LH_first",0.05,-1.321928095,0,"no",""
"1713","12.19.2019","first","Lynd",17,"atlantic","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"atlantic_RF_first",0.05,-1.321928095,0,"no",""
"1714","12.19.2019","first","Lynd",19,"chartreuse","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"chartreuse_LF_first",0.05,-1.321928095,0,"no",""
"1715","12.19.2019","first","Lynd",28,"leap","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"leap_RH_first",0.05,-1.321928095,0,"no",""
"1716","12.19.2019","first","Lynd",29,"lop","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"lop_LF_first",0.05,-1.321928095,0,"no",""
"1717","12.19.2019","first","Lynd",32,"lioness","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"lioness_LH_first",0.05,-1.321928095,0,"no",""
"1718","1.30.2020","second","Lynd",11,"leap","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"leap_RH_second",0.05,-1.321928095,0,"no",""
"1719","1.30.2020","second","Lynd",22,"zoe","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"zoe_LH_second",0.05,-1.321928095,0,"no",""
"1720","1.30.2020","second","Lynd",27,"atlantic","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"atlantic_RH_second",0.05,-1.321928095,0,"no",""
"1721","1.30.2020","second","Lynd",27,"atlantic","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"atlantic_RF_second",0.05,-1.321928095,0,"no",""
"1722","1.30.2020","second","Lynd",33,"martina","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"martina_RH_second",0.05,-1.321928095,0,"no",""
"1723","1.30.2020","second","Lynd",36,"fresno","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"fresno_RH_second",0.05,-1.321928095,0,"no",""
"1724","3.5.2020","third","Lynd",11,"zoe","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"zoe_LF_third",0.05,-1.321928095,0,"no",""
"1725","3.5.2020","third","Lynd",23,"life","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",5000,NA,NA,"life_RF_third",0.05,-1.321928095,0,"no",""
"1726","1.2.2020","first","Butterworks",13,"rhubarb","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rhubarb_LH_first",0.06,-1.058893689,0,"no",""
"1727","2.4.2020","second","Butterworks",4,"mango","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"mango_LF_second",0.06,-1.058893689,0,"no",""
"1728","2.4.2020","second","Butterworks",5,"pomme","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"pomme_LH_second",0.06,-1.058893689,0,"no",""
"1729","2.4.2020","second","Butterworks",6,"noel","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"noel_RH_second",0.06,-1.058893689,0,"no",""
"1730","2.4.2020","second","Butterworks",14,"joy","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"joy_LF_second",0.06,-1.058893689,0,"no",""
"1731","2.4.2020","second","Butterworks",23,"love","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"love_LF_second",0.06,-1.058893689,0,"no",""
"1732","2.4.2020","second","Butterworks",32,"lilac","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"lilac_LF_second",0.06,-1.058893689,0,"no",""
"1733","3.3.2020","third","Butterworks",13,"nebula","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"nebula_LF_third",0.06,-1.058893689,0,"no",""
"1734","3.3.2020","third","Butterworks",14,"joy","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"joy_LH_third",0.06,-1.058893689,0,"no",""
"1735","3.3.2020","third","Butterworks",28,"peace","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"peace_RF_third",0.06,-1.058893689,0,"no",""
"1736","12.13.2019","first","Swallowdale",5,"sparky","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"sparky_RF_first",0.06,-1.058893689,0,"no",""
"1737","12.13.2019","first","Swallowdale",12,"denver","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"denver_LH_first",0.06,-1.058893689,0,"no",""
"1738","12.13.2019","first","Swallowdale",14,"quantum","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"quantum_LH_first",0.06,-1.058893689,0,"no",""
"1739","12.13.2019","first","Swallowdale",16,"jazz","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"jazz_LH_first",0.06,-1.058893689,0,"no",""
"1740","12.13.2019","first","Swallowdale",16,"jazz","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"jazz_RH_first",0.06,-1.058893689,0,"no",""
"1741","12.13.2019","first","Swallowdale",18,"halo","LF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"halo_LF_first",0.06,-1.058893689,0,"no",""
"1742","12.13.2019","first","Swallowdale",23,"rock7","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rock7_LH_first",0.06,-1.058893689,0,"no",""
"1743","1.22.2020","second","Swallowdale",4,"sparky","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"sparky_RF_second",0.06,-1.058893689,0,"no",""
"1744","1.22.2020","second","Swallowdale",10,"flossy","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"flossy_RF_second",0.06,-1.058893689,0,"no",""
"1745","1.22.2020","second","Swallowdale",11,"amber","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"amber_RF_second",0.06,-1.058893689,0,"no",""
"1746","1.22.2020","second","Swallowdale",12,"gretchen","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"gretchen_RH_second",0.06,-1.058893689,0,"no",""
"1747","1.22.2020","second","Swallowdale",15,"quantum","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"quantum_RH_second",0.06,-1.058893689,0,"no",""
"1748","1.22.2020","second","Swallowdale",18,"marta","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"marta_RF_second",0.06,-1.058893689,0,"no",""
"1749","1.22.2020","second","Swallowdale",20,"pasta","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"pasta_RH_second",0.06,-1.058893689,0,"no",""
"1750","1.22.2020","second","Swallowdale",24,"halo","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"halo_RF_second",0.06,-1.058893689,0,"no",""
"1751","1.22.2020","second","Swallowdale",30,"sonic","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"sonic_RF_second",0.06,-1.058893689,0,"no",""
"1752","2.28.2020","third","Swallowdale",5,"paige","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"paige_LF_third",0.06,-1.058893689,0,"no",""
"1753","2.28.2020","third","Swallowdale",8,"casbah","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"casbah_LH_third",0.06,-1.058893689,0,"no",""
"1754","2.28.2020","third","Swallowdale",16,"jazz","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"jazz_RF_third",0.06,-1.058893689,0,"no",""
"1755","2.28.2020","third","Swallowdale",23,"flossy","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"flossy_RH_third",0.06,-1.058893689,0,"no",""
"1756","2.28.2020","third","Swallowdale",24,"pamela","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"pamela_LH_third",0.06,-1.058893689,0,"no",""
"1757","2.28.2020","third","Swallowdale",28,"rock7","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rock7_LF_third",0.06,-1.058893689,0,"no",""
"1758","2.28.2020","third","Swallowdale",32,"sonic","RF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"sonic_RF_third",0.06,-1.058893689,0,"no",""
"1759","12.12.2019","first","StonyPond",10,"teatree","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"teatree_RH_first",0.06,-1.058893689,0,"no",""
"1760","1.10.2020","second","StonyPond",10,"teatree","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"teatree_RF_second",0.06,-1.058893689,0,"no",""
"1761","12.11.2019","first","Choiniere",25,"48","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"48_RF_first",0.06,-1.058893689,0,"no",""
"1762","1.21.2020","second","Choiniere",11,"1016.96","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"1016.96_RH_second",0.06,-1.058893689,0,"no",""
"1763","1.21.2020","second","Choiniere",12,"741","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"741_RH_second",0.06,-1.058893689,0,"no",""
"1764","1.21.2020","second","Choiniere",15,"4","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"4_LF_second",0.06,-1.058893689,0,"no",""
"1765","1.21.2020","second","Choiniere",22,"48","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"48_LF_second",0.06,-1.058893689,0,"no",""
"1766","1.21.2020","second","Choiniere",25,"89","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"89_RF_second",0.06,-1.058893689,0,"no",""
"1767","2.17.2020","third","Choiniere",2,"56","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"56_RH_third",0.06,-1.058893689,0,"no",""
"1768","2.17.2020","third","Choiniere",2,"56","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"56_RF_third",0.06,-1.058893689,0,"no",""
"1769","2.17.2020","third","Choiniere",10,"1016.96","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"1016.96_RH_third",0.06,-1.058893689,0,"no",""
"1770","2.17.2020","third","Choiniere",11,"741","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"741_LF_third",0.06,-1.058893689,0,"no",""
"1771","2.17.2020","third","Choiniere",11,"741","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"741_RF_third",0.06,-1.058893689,0,"no",""
"1772","2.17.2020","third","Choiniere",16,"4","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"4_RH_third",0.06,-1.058893689,0,"no",""
"1773","2.17.2020","third","Choiniere",22,"28","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"28_RH_third",0.06,-1.058893689,0,"no",""
"1774","3.16.2020","fourth","Choiniere",4,"16","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"16_RF_fourth",0.06,-1.058893689,0,"no",""
"1775","3.16.2020","fourth","Choiniere",11,"19","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"19_LH_fourth",0.06,-1.058893689,0,"no",""
"1776","3.16.2020","fourth","Choiniere",13,"54","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"54_LF_fourth",0.06,-1.058893689,0,"no",""
"1777","3.16.2020","fourth","Choiniere",15,"41","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"yes","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"41_RH_fourth",0.06,-1.058893689,0,"no",""
"1778","3.16.2020","fourth","Choiniere",23,"3","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"3_RF_fourth",0.06,-1.058893689,0,"no",""
"1779","3.16.2020","fourth","Choiniere",26,"65","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"65_RH_fourth",0.06,-1.058893689,0,"no",""
"1780","1.14.2020","first","Glennview",4,"201","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"201_RH_first",0.06,-1.058893689,0,"no",""
"1781","1.14.2020","first","Glennview",13,"80","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"80_LF_first",0.06,-1.058893689,0,"no",""
"1782","1.14.2020","first","Glennview",29,"207","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"207_RH_first",0.06,-1.058893689,0,"no",""
"1783","1.14.2020","first","Glennview",29,"207","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"207_RF_first",0.06,-1.058893689,0,"no",""
"1784","1.14.2020","first","Glennview",32,"194","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"194_RH_first",0.06,-1.058893689,0,"no",""
"1785","2.19.2020","second","Glennview",1,"174","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"174_RH_second",0.06,-1.058893689,0,"no",""
"1786","2.19.2020","second","Glennview",16,"203","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"203_LF_second",0.06,-1.058893689,0,"no",""
"1787","2.19.2020","second","Glennview",20,"160","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"160_LH_second",0.06,-1.058893689,0,"no",""
"1788","2.19.2020","second","Glennview",21,"206","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"206_LF_second",0.06,-1.058893689,0,"no",""
"1789","2.19.2020","second","Glennview",29,"204","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"204_LF_second",0.06,-1.058893689,0,"no",""
"1790","3.19.2020","third","Glennview",16,"190","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"190_LF_third",0.06,-1.058893689,0,"no",""
"1791","3.19.2020","third","Glennview",16,"190","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"190_RF_third",0.06,-1.058893689,0,"no",""
"1792","3.19.2020","third","Glennview",18,"80","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"80_LH_third",0.06,-1.058893689,0,"no",""
"1793","3.19.2020","third","Glennview",29,"206","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"206_RH_third",0.06,-1.058893689,0,"no",""
"1794","3.19.2020","third","Glennview",30,"188","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"188_RH_third",0.06,-1.058893689,0,"no",""
"1795","3.19.2020","third","Glennview",35,"175","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"175_RH_third",0.06,-1.058893689,0,"no",""
"1796","1.3.2020","first","OughtaBe",5,"teach","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"teach_LH_first",0.06,-1.058893689,0,"no",""
"1797","1.3.2020","first","OughtaBe",7,"rabbit","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rabbit_RH_first",0.06,-1.058893689,0,"no",""
"1798","1.3.2020","first","OughtaBe",29,"penny","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"penny_LH_first",0.06,-1.058893689,0,"no",""
"1799","1.3.2020","first","OughtaBe",33,"peacock","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"peacock_RF_first",0.06,-1.058893689,0,"no",""
"1800","2.14.2020","second","OughtaBe",2,"aloha","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"aloha_RF_second",0.06,-1.058893689,0,"no",""
"1801","2.14.2020","second","OughtaBe",5,"rabbit","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rabbit_LH_second",0.06,-1.058893689,0,"no",""
"1802","2.14.2020","second","OughtaBe",5,"rabbit","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"rabbit_RH_second",0.06,-1.058893689,0,"no",""
"1803","2.14.2020","second","OughtaBe",8,"izzie","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"izzie_LH_second",0.06,-1.058893689,0,"no",""
"1804","2.14.2020","second","OughtaBe",15,"peonie","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"peonie_LF_second",0.06,-1.058893689,0,"no",""
"1805","2.14.2020","second","OughtaBe",28,"spot","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"spot_LH_second",0.06,-1.058893689,0,"no",""
"1806","2.14.2020","second","OughtaBe",31,"butter","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"butter_LH_second",0.06,-1.058893689,0,"no",""
"1807","3.12.2020","third","OughtaBe",2,"aloha","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"aloha_LF_third",0.06,-1.058893689,0,"no",""
"1808","3.12.2020","third","OughtaBe",4,"pg","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"pg_LH_third",0.06,-1.058893689,0,"no",""
"1809","1.17.2020","first","Paddlebridge",4,"germ1140","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"germ1140_RF_first",0.06,-1.058893689,0,"no",""
"1810","1.17.2020","first","Paddlebridge",5,"padfoot21","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"padfoot21_RH_first",0.06,-1.058893689,0,"no",""
"1811","1.17.2020","first","Paddlebridge",14,"minerva34","LH","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"minerva34_LH_first",0.06,-1.058893689,0,"no",""
"1812","1.17.2020","first","Paddlebridge",15,"octavia42","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"octavia42_RF_first",0.06,-1.058893689,0,"no",""
"1813","1.17.2020","first","Paddlebridge",18,"chapstick1","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"chapstick1_LH_first",0.06,-1.058893689,0,"no",""
"1814","1.17.2020","first","Paddlebridge",24,"shiela375","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"shiela375_LH_first",0.06,-1.058893689,0,"no",""
"1815","1.17.2020","first","Paddlebridge",24,"shiela375","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"shiela375_LF_first",0.06,-1.058893689,0,"no",""
"1816","2.21.2020","second","Paddlebridge",2,"glorybe29","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"glorybe29_RF_second",0.06,-1.058893689,0,"no",""
"1817","2.21.2020","second","Paddlebridge",13,"minerva34","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"minerva34_LH_second",0.06,-1.058893689,0,"no",""
"1818","2.21.2020","second","Paddlebridge",13,"minerva34","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"minerva34_RH_second",0.06,-1.058893689,0,"no",""
"1819","2.21.2020","second","Paddlebridge",21,"lalune33","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"lalune33_LF_second",0.06,-1.058893689,0,"no",""
"1820","2.21.2020","second","Paddlebridge",21,"lalune33","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",6000,NA,NA,"lalune33_RF_second",0.06,-1.058893689,0,"no",""
