"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_scc_200k","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_scc_200k","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_scc_200k","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_scc_200k","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"62","716_BJ","LH","12.17.2019","first","BJ","4","cns","yes2","","","","","","","2","BJ003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",152000,"no","","","716_BJ_LH","1.29.2020","second","BJ","9","cns","yes2","","","","","","","2","BJ037","","","","","","","","no","","yes","NA","NA","NA","NA","NA",67000,"no","","","716_BJ_LH","2.26.2020","third","BJ","11","cns","yes1","","","","","","","1","BJ059","","","","","","","","no","","yes","NA","NA","NA","NA","NA",85000,"no","","","716_BJ_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","716_BJ_LH_fourth"
"63","petunia_Butterworks","LH","1.2.2020","first","Butterworks","26","cns","yes2","","","","","","","2","BW046","","","","","","","","no","","yes","NA","NA","NA","NA","NA",83000,"no","","","petunia_Butterworks_LH","2.4.2020","second","Butterworks","27","cns","yes2","","","","","","","2","BW099","","","","","","","","no","","yes","NA","NA","NA","NA","NA",99000,"no","","","petunia_Butterworks_LH","3.3.2020","third","Butterworks","29","cns","yes1","","","","","","","1","BW152","","","","","","","","no","","yes","NA","NA","NA","NA","NA",87000,"no","","","petunia_Butterworks_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","petunia_Butterworks_LH_fourth"
"64","54_Glennview","LH","1.14.2020","first","Glennview","7","strep","yes27","cns","yes27","?","other31","","","27","GV012","GV013","GV0049","","","","","","yes","","yes","NA","NA","NA","NA","NA",270000,"yes","","","54_Glennview_LH","2.19.2020","second","Glennview","13","strep","yes27","cns","yes27","","","","","27","GV064","GV065","","","","","","","yes","","yes","NA","NA","NA","NA","NA",190000,"no","","","54_Glennview_LH","3.19.2020","third","Glennview","24","strep","yes27","cns","yes27","","","","","27","GV137","GV138","","","","","","","yes","","yes","NA","NA","NA","NA","NA",87000,"no","","","54_Glennview_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","54_Glennview_LH_fourth"
"65","marshmellow_Swallowdale","RH","12.13.2019","first","Swallowdale","27","strep","yes2","","","","","","","2","SW045","","","","","","","","no","","yes","NA","NA","NA","NA","NA",725000,"yes","","","marshmellow_Swallowdale_RH","1.22.2020","second","Swallowdale","8","cns","yes27","strep","yes27","","","","","27","SW067","SW068","","","","","","","yes","","yes","NA","NA","NA","NA","NA",110000,"no","","","marshmellow_Swallowdale_RH","2.28.2020","third","Swallowdale","21","strep","yes29","","","","","","","29","SW117","","","","","","","","no","","yes","NA","NA","NA","NA","NA",90000,"no","","","marshmellow_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marshmellow_Swallowdale_RH_fourth"
"66","ambrosia_Lynd","LH","12.19.2019","first","Lynd","4","cns","yes2","","","","","","","2","LF005","","","","","","","","no","","yes","NA","NA","NA","NA","NA",71000,"no","","","ambrosia_Lynd_LH","1.30.2020","second","Lynd","2","cns","yes2","","","","","","","2","LF047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","ambrosia_Lynd_LH","3.5.2020","third","Lynd","10","cns","yes2","","","","","","","2","LF101","","","","","","","","no","","yes","NA","NA","NA","NA","NA",91000,"no","","","ambrosia_Lynd_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","ambrosia_Lynd_LH_fourth"
"67","denver_Swallowdale","RH","12.13.2019","first","Swallowdale","12","cns","yes2","","","","","","","2","SW021","","","","","","","","no","","yes","NA","NA","NA","NA","NA",103000,"no","","","denver_Swallowdale_RH","1.22.2020","second","Swallowdale","29","cns","yes2","","","","","","","2","SW084","","","","","","","","no","","yes","NA","NA","NA","NA","NA",68000,"no","","","denver_Swallowdale_RH","2.28.2020","third","Swallowdale","29","cns","yes2","","","","","","","2","SW125","","","","","","","","no","","yes","NA","NA","NA","NA","NA",92000,"no","","","denver_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","denver_Swallowdale_RH_fourth"
"68","lovage_Lynd","LF","12.19.2019","first","Lynd","20","strep","yes2","","","","","","","2","LF026","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3910000,"yes","","","lovage_Lynd_LF","1.30.2020","second","Lynd","3","cns","yes2","","","","","","","2","LF048","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","lovage_Lynd_LF","3.5.2020","third","Lynd","22","cns","yes2","","","","","","","2","LF113","","","","","","","","no","","yes","NA","NA","NA","NA","NA",94000,"no","","","lovage_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lovage_Lynd_LF_fourth"
"69","manzana_Butterworks","LH","1.2.2020","first","Butterworks","19","cns","yes2","","","","","","","2","BW029","","","","","","","","no","","yes","NA","NA","NA","NA","NA",210000,"yes","","","manzana_Butterworks_LH","2.4.2020","second","Butterworks","20","cns","yes2","","","","","","","2","BW089","","","","","","","","no","","yes","NA","NA","NA","NA","NA",470000,"yes","","","manzana_Butterworks_LH","3.3.2020","third","Butterworks","20","cns","yes2","","","","","","","2","BW137","","","","","","","","no","","yes","NA","NA","NA","NA","NA",94000,"no","","","manzana_Butterworks_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","manzana_Butterworks_LH_fourth"
"70","honey_OughtaBe","RF","1.3.2020","first","OughtaBe","31","sa","yes2","","","","","","","2","OB040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",380000,"yes","","","honey_OughtaBe_RF","2.14.2020","second","OughtaBe","29","sa","yes2","","","","","","","2","OB096","","","","","","","","no","","yes","NA","NA","NA","NA","NA",360000,"yes","","","honey_OughtaBe_RF","3.12.2020","third","OughtaBe","29","sa","yes2","sa","other18","","","","","2","OB156","OB157","","","","","","","no","","yes","NA","NA","NA","NA","NA",97000,"no","","","honey_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","honey_OughtaBe_RF_fourth"
"71","esme_vonTrapp","LH","1.6.2020","first","vonTrapp","11","cns","yes2","","","","","","","2","VT011","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","esme_vonTrapp_LH","2.12.2020","second","vonTrapp","8","cns","yes2","","","","","","","2","VT042","","","","","","","","no","","yes","NA","NA","NA","NA","NA",84000,"no","","","esme_vonTrapp_LH","3.10.2020","third","vonTrapp","12","cns","yes2","","","","","","","2","VT076","","","","","","","","no","","yes","NA","NA","NA","NA","NA",99000,"no","","","esme_vonTrapp_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","esme_vonTrapp_LH_fourth"
"72","zelda_vonTrapp","LF","1.6.2020","first","vonTrapp","14","cns","yes1","","","","","","","1","VT015","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"no","","","zelda_vonTrapp_LF","2.12.2020","second","vonTrapp","14","cns","yes1","","","","","","","1","VT046","","","","","","","","no","","yes","NA","NA","NA","NA","NA",90000,"no","","","zelda_vonTrapp_LF","3.10.2020","third","vonTrapp","14","cns","yes2","","","","","","","2","VT079","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+05,"no","","","zelda_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","zelda_vonTrapp_LF_fourth"
"73","goody_OughtaBe","LH","1.3.2020","first","OughtaBe","9","cns","yes2","cns","other35","","","","","35","OB006","OB007","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",3e+05,"yes","","","goody_OughtaBe_LH","2.14.2020","second","OughtaBe","9","cns","yes2","","","","","","","2","OB062","","","","","","","","no","","yes","NA","NA","NA","NA","NA",520000,"yes","","","goody_OughtaBe_LH","3.12.2020","third","OughtaBe","10","cns","yes2","","","","","","","2","OB125","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+05,"no","","","goody_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","goody_OughtaBe_LH_fourth"
"74","207_Glennview","LH","1.14.2020","first","Glennview","29","cns","yes2","","","","","","","2","GV042","","","","","","","","no","","yes","NA","NA","NA","NA","NA",84000,"no","","","207_Glennview_LH","2.19.2020","second","Glennview","30","cns","yes1","","","","","","","1","GV089","","","","","","","","no","","yes","NA","NA","NA","NA","NA",66000,"no","","","207_Glennview_LH","3.19.2020","third","Glennview","23","cns","yes","","","","","","","2","GV136","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","207_Glennview_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","207_Glennview_LH_fourth"
"75","katie_OughtaBe","LH","1.3.2020","first","OughtaBe","35","cns","yes2","","","","","","","2","OB051","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","katie_OughtaBe_LH","2.14.2020","second","OughtaBe","35","cns","yes2","","","","","","","2","OB102","","","","","","","","no","","yes","NA","NA","NA","NA","NA",190000,"no","","","katie_OughtaBe_LH","3.12.2020","third","OughtaBe","35","cns","yes2","","","","","","","2","OB167","","","","","","","","","","yes","NA","NA","NA","NA","NA",110000,"no","","","katie_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","katie_OughtaBe_LH_fourth"
"76","snowball_Butterworks","RH","1.2.2020","first","Butterworks","12","cns","yes2","","","","","","","2","BW012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",5e+05,"yes","","","snowball_Butterworks_RH","2.4.2020","second","Butterworks","12","cns","yes2","cns","other18","","","","","2","BW082","BW083","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",480000,"yes","","","snowball_Butterworks_RH","3.3.2020","third","Butterworks","12","cns","yes2","","","","","","","2","BW129","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","snowball_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","snowball_Butterworks_RH_fourth"
"77","flavia_vonTrapp","RH","1.6.2020","first","vonTrapp","20","cns","yes2","","","","","","","2","VT020","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","flavia_vonTrapp_RH","2.12.2020","second","vonTrapp","21","cns","yes2","","","","","","","2","VT052","","","","","","","","no","","yes","NA","NA","NA","NA","NA",67000,"no","","","flavia_vonTrapp_RH","3.10.2020","third","vonTrapp","19","cns","yes2","","","","","","","2","VT085","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","flavia_vonTrapp_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","flavia_vonTrapp_RH_fourth"
"78","199_Glennview","RH","1.14.2020","first","Glennview","11","cns","yes2","","","","","","","2","GV024","","","","","","","","no","","yes","NA","NA","NA","NA","NA",190000,"no","","","199_Glennview_RH","2.19.2020","second","Glennview","32","cns","yes2","","","","","","","2","GV092","","","","","","","","no","","yes","NA","NA","NA","NA","NA",79000,"no","","","199_Glennview_RH","3.19.2020","third","Glennview","2","cns","yes2","","","","","","","2","GV102","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","199_Glennview_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","199_Glennview_RH_fourth"
"79","krone_Lynd","LF","12.19.2019","first","Lynd","27","cns","yes2","","","","","","","2","LF032","","","","","","","","no","","yes","NA","NA","NA","NA","NA",52000,"no","","","krone_Lynd_LF","1.30.2020","second","Lynd","18","cns","yes1","","","","","","","1","LF069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",88000,"no","","","krone_Lynd_LF","3.5.2020","third","Lynd","15","cns","yes2","","","","","","","2","LF107","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","krone_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","krone_Lynd_LF_fourth"
"80","paige_Swallowdale","RH","12.13.2019","first","Swallowdale","11","cns","yes2","cns","other18","","","","","2","SW017","SW018","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",55000,"no","","","paige_Swallowdale_RH","1.22.2020","second","Swallowdale","7","cns","yes2","","","","","","","2","SW064","","","","","","","","no","","yes","NA","NA","NA","NA","NA",89000,"no","","","paige_Swallowdale_RH","2.28.2020","third","Swallowdale","5","cns","yes2","","","","","","","2","SW096","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","paige_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","paige_Swallowdale_RH_fourth"
"81","marshmellow_Swallowdale","LH","12.13.2019","first","Swallowdale","27","cns","yes27","strep","yes27","","","","","27","SW042","SW043","","","","","","","yes","","yes","NA","NA","NA","NA","NA",120000,"no","","","marshmellow_Swallowdale_LH","1.22.2020","second","Swallowdale","8","strep","yes2","","","","","","","2","SW065","","","","","","","","no","","yes","NA","NA","NA","NA","NA",95000,"no","","","marshmellow_Swallowdale_LH","2.28.2020","third","Swallowdale","21","strep","yes1","","","","","","","1","SW115","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","marshmellow_Swallowdale_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marshmellow_Swallowdale_LH_fourth"
"82","165_Glennview","RH","1.14.2020","first","Glennview","6","cns","yes2","","","","","","","2","GV010","","","","","","","","no","","yes","NA","NA","NA","NA","NA",80000,"no","","","165_Glennview_RH","2.19.2020","second","Glennview","23","?","yes1","","","","","","","1","GV080","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","165_Glennview_RH","3.19.2020","third","Glennview","8","?","yes2","","","","","","","2","GV114","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","165_Glennview_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","165_Glennview_RH_fourth"
"83","42_Glennview","LF","1.14.2020","first","Glennview","27","cns","yes2","","","","","","","2","GV039","","","","","","","","no","","yes","NA","NA","NA","NA","NA",310000,"yes","","","42_Glennview_LF","2.19.2020","second","Glennview","18","cns","yes2","","","","","","","2","GV073","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","42_Glennview_LF","3.19.2020","third","Glennview","10","cns","yes2","","","","","","","2","GV117","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","42_Glennview_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","42_Glennview_LF_fourth"
"84","willy_Lynd","RF","12.19.2019","first","Lynd","33","cns","yes2","","","","","","","2","LF038","","","","","","","","no","","yes","NA","NA","NA","NA","NA",47000,"no","","","willy_Lynd_RF","1.30.2020","second","Lynd","20","cns","yes2","cns","other18","","","","","2","LF073","LF074","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",250000,"yes","","","willy_Lynd_RF","3.5.2020","third","Lynd","25","cns","yes2","","","","","","","2","LF118","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","willy_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","willy_Lynd_RF_fourth"
"85","kit_OughtaBe","LH","1.3.2020","first","OughtaBe","2","cns","yes2","","","","","","","2","OB002","","","","","","","","no","","yes","NA","NA","NA","NA","NA",290000,"yes","","","kit_OughtaBe_LH","2.14.2020","second","OughtaBe","3","cns","yes2","","","","","","","2","OB059","","","","","","","","no","","yes","NA","NA","NA","NA","NA",320000,"yes","","","kit_OughtaBe_LH","3.12.2020","third","OughtaBe","5","cns","yes2","cns","other18","","","","","2","OB112","OB168","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",120000,"no","","","kit_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","kit_OughtaBe_LH_fourth"
"86","krone_Lynd","RF","12.19.2019","first","Lynd","27","cns","yes2","","","","","","","2","LF034","","","","","","","","no","","yes","NA","NA","NA","NA","NA",51000,"no","","","krone_Lynd_RF","1.30.2020","second","Lynd","18","cns","yes1","","","","","","","1","LF071","","","","","","","","no","","yes","NA","NA","NA","NA","NA",89000,"no","","","krone_Lynd_RF","3.5.2020","third","Lynd","15","cns","yes2","","","","","","","2","LF109","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","krone_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","krone_Lynd_RF_fourth"
"87","gift379_Paddlebridge","LF","1.17.2020","first","Paddlebridge","30","cns","yes2","","","","","","","2","PB023","","","","","","","","no","","yes","NA","NA","NA","NA","NA",210000,"yes","","","gift379_Paddlebridge_LF","2.21.2020","second","Paddlebridge","28","cns","yes1","","","","","","","1","PB054","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"no","","","gift379_Paddlebridge_LF","3.20.2020","third","Paddlebridge","28","cns","yes2","","","","","","","2","PB091","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","gift379_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","gift379_Paddlebridge_LF_fourth"
"88","chaloopa_Lynd","LF","12.19.2019","first","Lynd","9","cns","yes2","","","","","","","2","LF009","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","chaloopa_Lynd_LF","1.30.2020","second","Lynd","16","cns","yes2","","","","","","","2","LF066","","","","","","","","no","","yes","NA","NA","NA","NA","NA",220000,"yes","","","chaloopa_Lynd_LF","3.5.2020","third","Lynd","3","cns","yes2","","","","","","","2","LF093","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","chaloopa_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","chaloopa_Lynd_LF_fourth"
"89","aloha_OughtaBe","LH","1.3.2020","first","OughtaBe","4","cns","yes2","","","","","","","2","OB003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",550000,"yes","","","aloha_OughtaBe_LH","2.14.2020","second","OughtaBe","2","cns","yes2","cns","other18","","","","","2","OB056","OB058","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",2600000,"yes","","","aloha_OughtaBe_LH","3.12.2020","third","OughtaBe","2","cns","yes2","","","","","","","2","OB111","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","aloha_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","aloha_OughtaBe_LH_fourth"
"90","flavia_vonTrapp","LF","1.6.2020","first","vonTrapp","20","cns","yes2","","","","","","","2","VT019","","","","","","","","no","","yes","NA","NA","NA","NA","NA",86000,"no","","","flavia_vonTrapp_LF","2.12.2020","second","vonTrapp","21","cns","yes2","","","","","","","2","VT051","","","","","","","","no","","yes","NA","NA","NA","NA","NA",59000,"no","","","flavia_vonTrapp_LF","3.10.2020","third","vonTrapp","19","cns","yes2","","","","","","","2","VT084","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","flavia_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","flavia_vonTrapp_LF_fourth"
"91","sapphire338_Paddlebridge","RH","1.17.2020","first","Paddlebridge","28","cns","yes2","","","","","","","2","PB021","","","","","","","","no","","yes","NA","NA","NA","NA","NA",260000,"yes","","","sapphire338_Paddlebridge_RH","2.21.2020","second","Paddlebridge","24","cns","yes2","","","","","","","2","PB047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",81000,"no","","","sapphire338_Paddlebridge_RH","3.20.2020","third","Paddlebridge","21","cns","yes2","","","","","","","2","PB076","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","sapphire338_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","sapphire338_Paddlebridge_RH_fourth"
"92","amber_Swallowdale","LH","12.13.2019","first","Swallowdale","26","cns","yes2","","","","","","","2","SW041","","","","","","","","no","","yes","NA","NA","NA","NA","NA",57000,"no","","","amber_Swallowdale_LH","1.22.2020","second","Swallowdale","11","cns","yes2","","","","","","","2","SW071","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"no","","","amber_Swallowdale_LH","2.28.2020","third","Swallowdale","13","cns","yes2","","","","","","","2","SW105","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","amber_Swallowdale_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","amber_Swallowdale_LH_fourth"
"93","30_Choiniere","LH","12.11.2019","first","Choiniere","34","cns","yes2","","","","","","","2","CF061","","","","","","","","no","","yes","NA","NA","NA","NA","NA",212000,"yes","","","30_Choiniere_LH","1.21.2020","second","Choiniere","20","cns","yes2","","","","","","","2","CF110","","","","","","","","","","yes","NA","NA","NA","NA","NA",140000,"no","","","30_Choiniere_LH","2.17.2020","third","Choiniere","32","cns","yes2","","","","","","","2","CF177","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","30_Choiniere_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","30_Choiniere_LH_fourth"
