date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present
2.28.2020,third,Swallowdale,9,29,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,490000,,,,,
2.28.2020,third,Swallowdale,10,debutant,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,4000,,,,,
2.28.2020,third,Swallowdale,12,maisie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,13000,,,,,
2.28.2020,third,Swallowdale,12,maisie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,7000,,,,,
2.28.2020,third,Swallowdale,12,maisie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,11000,,,,,
2.28.2020,third,Swallowdale,13,amber,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,15000,,,,,
2.28.2020,third,Swallowdale,14,gretchen,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,14,gretchen,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,17000,,,,,
2.28.2020,third,Swallowdale,14,gretchen,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,7000,,,,,
2.28.2020,third,Swallowdale,15,deedee,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,39000,,,,,
2.28.2020,third,Swallowdale,15,deedee,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,120000,,,,,
2.28.2020,third,Swallowdale,15,deedee,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,19000,,,,,
2.28.2020,third,Swallowdale,16,jazz,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,5000,,,,,
2.28.2020,third,Swallowdale,16,jazz,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,6000,,,,,
2.28.2020,third,Swallowdale,17,cambric,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,4000,,,,,
2.28.2020,third,Swallowdale,17,cambric,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,7000,,,,,
2.28.2020,third,Swallowdale,18,shelly,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,19000,,,,,
2.28.2020,third,Swallowdale,18,shelly,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,15000,,,,,
2.28.2020,third,Swallowdale,18,shelly,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,30000,,,,,
2.28.2020,third,Swallowdale,19,ferris,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,25000,,,,,
2.28.2020,third,Swallowdale,19,ferris,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,22000,,,,,
2.28.2020,third,Swallowdale,19,ferris,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,27000,,,,,
2.28.2020,third,Swallowdale,19,ferris,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,40000,,,,,
2.28.2020,third,Swallowdale,22,denise,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,29000,,,,,
2.28.2020,third,Swallowdale,22,denise,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,28000,,,,,
2.28.2020,third,Swallowdale,23,flossy,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,20000,,,,,
2.28.2020,third,Swallowdale,23,flossy,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,5000,,,,,
2.28.2020,third,Swallowdale,24,pamela,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,10000,,,,,
2.28.2020,third,Swallowdale,25,jewel,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,2000,,,,,
2.28.2020,third,Swallowdale,25,jewel,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,25,jewel,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,26,marta,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,90000,,,,,
2.28.2020,third,Swallowdale,26,marta,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,9000,,,,,
2.28.2020,third,Swallowdale,27,halo,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,27,halo,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,3000,,,,,
2.28.2020,third,Swallowdale,27,halo,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,4000,,,,,
2.28.2020,third,Swallowdale,27,halo,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,2000,,,,,
2.28.2020,third,Swallowdale,28,rock7,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,6000,,,,,
2.28.2020,third,Swallowdale,28,rock7,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,3000,,,,,
2.28.2020,third,Swallowdale,28,rock7,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,5000,,,,,
2.28.2020,third,Swallowdale,29,denver,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,5000,,,,,
2.28.2020,third,Swallowdale,30,opal,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,30,opal,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,0,,,,,
2.28.2020,third,Swallowdale,30,opal,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,4000,,,,,
2.28.2020,third,Swallowdale,31,gigi,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,58000,,,6,12,
2.28.2020,third,Swallowdale,33,goldie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,14000,,,,,
2.28.2020,third,Swallowdale,35,skyler,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,2000,,,,,
2.28.2020,third,Swallowdale,35,skyler,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,.,.,.,.,,,,14000,,,,,
1.6.2020,first,vonTrapp,1,vangie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,5000,,,,,
1.6.2020,first,vonTrapp,1,vangie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,4000,,,,,
1.6.2020,first,vonTrapp,1,vangie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,5000,,,,,
1.6.2020,first,vonTrapp,1,vangie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,4000,,,,,
1.6.2020,first,vonTrapp,2,gloria,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,0,,,,,
1.6.2020,first,vonTrapp,2,gloria,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,5000,,,,,
1.6.2020,first,vonTrapp,3,luna,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,,,,8000,,,,,
1.6.2020,first,vonTrapp,3,luna,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,,,,11000,,,,,
1.6.2020,first,vonTrapp,6,alma,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,.,,,,,
1.6.2020,first,vonTrapp,6,alma,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
1.6.2020,first,vonTrapp,6,alma,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2000,,,,,
1.6.2020,first,vonTrapp,6,alma,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2400,,,,,
1.6.2020,first,vonTrapp,7,matilda,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,3000,,,,,
1.6.2020,first,vonTrapp,7,matilda,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
1.6.2020,first,vonTrapp,7,matilda,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,10800,,,,,
1.6.2020,first,vonTrapp,8,isabelle,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,9778,,,,,
1.6.2020,first,vonTrapp,8,isabelle,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,4000,,,,,
1.6.2020,first,vonTrapp,8,isabelle,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
1.6.2020,first,vonTrapp,9,clara,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,,,,23000,,,,,
1.6.2020,first,vonTrapp,9,clara,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,,,,16000,,,,,
1.6.2020,first,vonTrapp,10,leadbelly,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,12000,,,,,
1.6.2020,first,vonTrapp,10,leadbelly,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,7000,,,,,
1.6.2020,first,vonTrapp,11,esme,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,49000,,,,,
1.6.2020,first,vonTrapp,11,esme,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,30000,,,,,
1.6.2020,first,vonTrapp,12,tallula,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,5000,,,,,
1.6.2020,first,vonTrapp,12,tallula,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,6000,,,,,
1.6.2020,first,vonTrapp,14,zelda,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,42000,,,,,
1.6.2020,first,vonTrapp,14,zelda,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,74000,,,,,
1.6.2020,first,vonTrapp,16,tilly,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,19000,,,,,
1.6.2020,first,vonTrapp,16,tilly,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,21000,,,,,
1.6.2020,first,vonTrapp,16,tilly,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,17000,,,,,
1.6.2020,first,vonTrapp,16,tilly,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,15000,,,,,
1.6.2020,first,vonTrapp,17,freida,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,4000,,,,,
1.6.2020,first,vonTrapp,18,lassandra,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,26000,,,,,
1.6.2020,first,vonTrapp,18,lassandra,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,15000,,,,,
1.6.2020,first,vonTrapp,20,flavia,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,3000,,,,,
1.6.2020,first,vonTrapp,21,alice,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,3000,,,,,
1.6.2020,first,vonTrapp,21,alice,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,2000,,,,,
1.6.2020,first,vonTrapp,22,irene,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,6000,,,,,
1.6.2020,first,vonTrapp,24,hyacinth,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,11000,,,,,
1.6.2020,first,vonTrapp,24,hyacinth,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,9000,,,,,
1.6.2020,first,vonTrapp,24,hyacinth,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,8000,,,,,
1.6.2020,first,vonTrapp,25,ardetta,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,5000,,,,,
1.6.2020,first,vonTrapp,25,ardetta,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,17000,,,,,
1.6.2020,first,vonTrapp,26,indie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,23000,,,,,
1.6.2020,first,vonTrapp,26,indie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,12000,,,,,
1.6.2020,first,vonTrapp,27,panda,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,30000,,,,,
1.6.2020,first,vonTrapp,27,panda,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,10000,,,,,
1.6.2020,first,vonTrapp,27,panda,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,15000,,,,,
1.6.2020,first,vonTrapp,28,patchouli,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,7000,,,,,
1.6.2020,first,vonTrapp,28,patchouli,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,12000,,,,,
1.6.2020,first,vonTrapp,28,patchouli,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,4000,,,,,
1.6.2020,first,vonTrapp,29,iris,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,6000,,,,,
1.6.2020,first,vonTrapp,30,bonnie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,10000,,,,,
1.6.2020,first,vonTrapp,30,bonnie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,9000,,,,,
1.6.2020,first,vonTrapp,30,bonnie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,6000,,,,,
1.6.2020,first,vonTrapp,30,bonnie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,11000,,,,,
1.6.2020,first,vonTrapp,31,jasmine,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,8000,,,,,
1.6.2020,first,vonTrapp,32,imogene,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,3000,,,,,
1.6.2020,first,vonTrapp,33,seraphina,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,3000,,,,,
1.6.2020,first,vonTrapp,33,seraphina,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,4000,,,,,
1.6.2020,first,vonTrapp,34,hosana,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,3000,,,,,
1.6.2020,first,vonTrapp,34,hosana,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
1.6.2020,first,vonTrapp,35,lucha,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,4000,,,,,
2.12.2020,second,vonTrapp,1,leadbelly,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,61000,,,,,
2.12.2020,second,vonTrapp,1,leadbelly,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,43000,,,,,
2.12.2020,second,vonTrapp,2,leopard,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,7000,,,,,
2.12.2020,second,vonTrapp,2,leopard,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,30000,,,,,
2.12.2020,second,vonTrapp,4,vangie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,11000,,,,,
2.12.2020,second,vonTrapp,4,vangie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,11000,,,,,
2.12.2020,second,vonTrapp,4,vangie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,13000,,,,,
2.12.2020,second,vonTrapp,5,gloria,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2000,,,,,
2.12.2020,second,vonTrapp,5,gloria,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,4000,,,,,
2.12.2020,second,vonTrapp,7,alma,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,2000,,,,,
2.12.2020,second,vonTrapp,7,alma,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,2000,,,,,
2.12.2020,second,vonTrapp,8,esme,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,54000,,,,,
2.12.2020,second,vonTrapp,8,esme,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,45000,,,,,
2.12.2020,second,vonTrapp,9,gomora,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,.,c,1,,,,38000,,,,,
2.12.2020,second,vonTrapp,9,gomora,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,.,c,1,,,,40000,,,,,
2.12.2020,second,vonTrapp,9,gomora,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,.,c,1,,,,49000,,,,,
2.12.2020,second,vonTrapp,9,gomora,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,.,c,1,,,,41000,,,,,
2.12.2020,second,vonTrapp,10,luna,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,5000,,,,,
2.12.2020,second,vonTrapp,10,luna,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,6000,,,,,
2.12.2020,second,vonTrapp,10,luna,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,11000,,,,,
2.12.2020,second,vonTrapp,11,isabelle,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,2000,,,,,
2.12.2020,second,vonTrapp,12,vicki,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,19000,,,,,
2.12.2020,second,vonTrapp,12,vicki,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,13000,,,,,
2.12.2020,second,vonTrapp,13,clara,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,27000,,,,,
2.12.2020,second,vonTrapp,13,clara,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,24000,,,,,
2.12.2020,second,vonTrapp,14,zelda,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,91000,,,,,
2.12.2020,second,vonTrapp,14,zelda,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,150000,,,,,
2.12.2020,second,vonTrapp,16,tallula,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,470000,,,,,
2.12.2020,second,vonTrapp,16,tallula,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,17000,,,,,
2.12.2020,second,vonTrapp,16,tallula,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,3000,,,,,
2.12.2020,second,vonTrapp,18,freida,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,11000,,,,,
2.12.2020,second,vonTrapp,18,freida,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,5000,,,,,
2.12.2020,second,vonTrapp,19,lassandra,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,24000,,,,,
2.12.2020,second,vonTrapp,19,lassandra,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,25000,,,,,
2.12.2020,second,vonTrapp,20,irene,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,72000,,,,,
2.12.2020,second,vonTrapp,20,irene,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,10000,,,,,
2.12.2020,second,vonTrapp,21,flavia,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,3,,,,8000,,,,,
2.12.2020,second,vonTrapp,22,ursala,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,8000,,,,,
2.12.2020,second,vonTrapp,22,ursala,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,8000,,,,,
2.12.2020,second,vonTrapp,23,alice,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,4000,,,,,
2.12.2020,second,vonTrapp,23,alice,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,260000,,,,,
2.12.2020,second,vonTrapp,23,alice,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,9000,,,,,
2.12.2020,second,vonTrapp,24,ardetta,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,5000,,,,,
2.12.2020,second,vonTrapp,24,ardetta,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,6000,,,,,
2.12.2020,second,vonTrapp,24,ardetta,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,11000,,,,,
2.12.2020,second,vonTrapp,26,hyacinth,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,9000,,,,,
2.12.2020,second,vonTrapp,26,hyacinth,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,7000,,,,,
2.12.2020,second,vonTrapp,26,hyacinth,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,15000,,,,,
2.12.2020,second,vonTrapp,26,hyacinth,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,8000,,,,,
2.12.2020,second,vonTrapp,27,patchouli,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,6000,,,,,
2.12.2020,second,vonTrapp,27,patchouli,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,2000,,,,,
2.12.2020,second,vonTrapp,27,patchouli,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,4000,,,,,
2.12.2020,second,vonTrapp,28,lucha,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,10000,,,,,
2.12.2020,second,vonTrapp,29,indie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,16000,,,,,
2.12.2020,second,vonTrapp,29,indie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,21000,,,,,
2.12.2020,second,vonTrapp,29,indie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,12000,,,,,
2.12.2020,second,vonTrapp,29,indie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,24000,,,,,
2.12.2020,second,vonTrapp,30,panda,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,15000,,,,,
2.12.2020,second,vonTrapp,30,panda,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,5000,,,,,
2.12.2020,second,vonTrapp,30,panda,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,11000,,,,,
2.12.2020,second,vonTrapp,31,imogene,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,4000,,,,,
2.12.2020,second,vonTrapp,31,imogene,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,6000,,,,,
2.12.2020,second,vonTrapp,32,iris,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,6000,,,,,
2.12.2020,second,vonTrapp,32,iris,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,5000,,,,,
2.12.2020,second,vonTrapp,33,jasmine,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,8000,,,,,
2.12.2020,second,vonTrapp,33,jasmine,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,9000,,,,,
2.12.2020,second,vonTrapp,33,jasmine,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,7000,,,,,
2.12.2020,second,vonTrapp,34,bonnie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,11000,,,,,
2.12.2020,second,vonTrapp,34,bonnie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,14000,,,,,
2.12.2020,second,vonTrapp,34,bonnie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,15000,,,,,
2.12.2020,second,vonTrapp,34,bonnie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,13000,,,,,
2.12.2020,second,vonTrapp,35,hosana,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
2.12.2020,second,vonTrapp,36,seraphina,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
2.12.2020,second,vonTrapp,36,seraphina,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
2.12.2020,second,vonTrapp,36,seraphina,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
