date,visit,farm,order,cow id,quarter,path 1,path1 IMI,path 2,path2 IMI,path 3,path3 IMI,path 4,path4 IMI,quarter_code,isolate 1,path 1 MALDI final ID,Fix 1?,isolate 2,path 2 MALDI final ID,Fix 2?,isolate 3,path 3 MALDI final ID,Fix 3?,isolate 4,path 4 MALDI final ID,Fix 4?,clinical,blind,teat inj,pstmilking,mixed inf_series,dupmissing,IMI_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc 1,cc 2,cc 3,scc,contam,contam_comment,Dup_A_CFU_count,Dup_B_CFU_count,More_than_2_org_present
2.14.2020,second,OughtaBe,35,Katie,LH,CNS,yes2,,,,,,,2,OB102,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,190000,,,14,23,
2.14.2020,second,OughtaBe,35,Katie,LF,Strep,yes2,,,,,,,2,OB103,Streptococcus species,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,3500000,,,TNTC,TNTC,
2.14.2020,second,OughtaBe,35,Katie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,140000,,,,,
2.14.2020,second,OughtaBe,35,Katie,RF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,t,1,c,1,,,,Not analyzed,,,,,
2.14.2020,second,OughtaBe,36,ApplePie,LH,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,t,3,c,3,,,,Not analyzed,,,,,
2.14.2020,second,OughtaBe,36,ApplePie,LF,CNS,yes2,,,,,,,2,OB104,Staphylococcus  species,,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,630000,,,TNTC,TNTC,
2.14.2020,second,OughtaBe,36,ApplePie,RH,CNS,yes2,,,,,,,2,OB105,Staphylococcus chromogenes,yes_from_strep_to_CNS,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,99000,,,13,20,
2.14.2020,second,OughtaBe,36,ApplePie,RF,Strep,yes27,CNS,yes27,,,,,27,OB106,Streptococcus dysgalactiae,,OB107,Staphylococcus simulans,,,,,,,,,,,,yes,,yes,t,3,c,3,,,,1200000,,,,,yes
2.14.2020,second,OughtaBe,37,Peacock,LH,CNS,yes2,,,,,,,2,OB108,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,2,,,,580000,,,21,8,
2.14.2020,second,OughtaBe,37,Peacock,LF,CNS,yes2,,,,,,,2,OB109,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,2,,,,1400000,,,10,13,
2.14.2020,second,OughtaBe,37,Peacock,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,53000,,,,,
2.14.2020,second,OughtaBe,37,Peacock,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,490000,,,,,
3.12.2020,third,OughtaBe,1,Rabbit,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,16000,,,,,
3.12.2020,third,OughtaBe,1,Rabbit,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,1,Rabbit,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,1,Rabbit,RF,CNS,yes2,,,,,,,2,OB110,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,28000,,,30,19,
3.12.2020,third,OughtaBe,2,Aloha,LH,CNS,yes2,,,,,,,2,OB111,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,130000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,2,Aloha,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,6000,,,,,
3.12.2020,third,OughtaBe,2,Aloha,RH,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2000,,,,,
3.12.2020,third,OughtaBe,2,Aloha,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,3000,,,,,
3.12.2020,third,OughtaBe,3,Teach,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,2000,,,,,
3.12.2020,third,OughtaBe,3,Teach,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,3,Teach,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,3,Teach,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,4,PG,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,6000,,,,,
3.12.2020,third,OughtaBe,4,PG,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,12000,,,,,
3.12.2020,third,OughtaBe,4,PG,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,9000,,,,,
3.12.2020,third,OughtaBe,4,PG,RF,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,6000,,,,,
3.12.2020,third,OughtaBe,5,Kit,LH,CNS,yes2,CNS,other18,,,,,2,OB112,Staphylococcus chromogenes,,OB168,Staphylococcus chromogenes,,,,,,,,,,,,tbd,,yes,j,2,c,2,,,,120000,,,50,50,
3.12.2020,third,OughtaBe,5,Kit,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,42000,,,,,
3.12.2020,third,OughtaBe,5,Kit,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,31000,,,,,
3.12.2020,third,OughtaBe,5,Kit,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,12000,,,,,
3.12.2020,third,OughtaBe,6,Korny,LH,CNS,yes27,Strep,yes27,,,,,27,OB113,Staphylococcus chromogenes,,OB114,Streptococcus uberis,,,,,,,,,,,,yes,,yes,j,4,c,4,,,,20000,,,,,yes
3.12.2020,third,OughtaBe,6,Korny,LF,CNS,yes2,,,,,,,2,OB115,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,28000,,,30,20,
3.12.2020,third,OughtaBe,6,Korny,RH,CNS,yes2,,,,,,,2,OB116,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,8000,,,50,20,
3.12.2020,third,OughtaBe,6,Korny,RF,CNS,yes2,,,,,,,2,OB117,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,13000,,,50,30,
3.12.2020,third,OughtaBe,7,Grape,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,1,,,,2000,,,,,
3.12.2020,third,OughtaBe,7,Grape,LF,CNS,yes2,,,,,,,2,OB118,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,2,c,1,,,,28000,,,1,2,
3.12.2020,third,OughtaBe,7,Grape,RH,CNS,yes2,,,,,,,2,OB119,Staphylococcus  species,,,,,,,,,,,,,,,no,,yes,j,2,c,1,,,,20000,,,18,25,
3.12.2020,third,OughtaBe,7,Grape,RF,CNS,yes2,,,,,,,2,OB120,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,2,c,1,,,,71000,,,40,50,
3.12.2020,third,OughtaBe,8,Jersey,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,3000,,,,,
3.12.2020,third,OughtaBe,8,Jersey,LF,SA,yes2,,,,,,,2,OB121,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,84000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,8,Jersey,RH,Strep,yes29,,,,,,,29,OB122,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,5000,,,,,
3.12.2020,third,OughtaBe,8,Jersey,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,9,Ruger,LH,Strep,yes2,,,,,,,2,OB123,Streptococcus dysgalactiae,,,,,,,,,,,,,,,no,,yes,j,4,c,3,,,,310000,,,7,30,
3.12.2020,third,OughtaBe,9,Ruger,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,92000,,,,,
3.12.2020,third,OughtaBe,9,Ruger,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,8000,,,,,
3.12.2020,third,OughtaBe,9,Ruger,RF,CNS,yes2,,,,,,,2,OB124,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,3,,,,3000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,10,Goody,LH,CNS,yes2,,,,,,,2,OB125,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,100000,,,25,25,
3.12.2020,third,OughtaBe,10,Goody,LF,CNS,yes27,CNS,yes27,,,,,27,OB126,Staphylococcus chromogenes,,OB127,Staphylococcus chromogenes,,,,,,,,,,,,tbd,,yes,j,3,c,3,,,,300000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,10,Goody,RH,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,37000,,,,,
3.12.2020,third,OughtaBe,10,Goody,RF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,3,c,3,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,11,Izzie,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,11,Izzie,LF,Kocuria,yes2,,,,,,,2,OB128,Kocuria species,yes_from_CNS_to_Kocuria,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,2000,,,1,2,
3.12.2020,third,OughtaBe,11,Izzie,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,11,Izzie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,12,Tess,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,12,Tess,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,12,Tess,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,12,Tess,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,13,Racer,LH,CNS,yes2,,,,,,,2,OB129,Staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,250000,,,1,3,
3.12.2020,third,OughtaBe,13,Racer,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,24000,,,,,
3.12.2020,third,OughtaBe,13,Racer,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,5000,,,,,
3.12.2020,third,OughtaBe,13,Racer,RF,CNS,yes2,,,,,,,2,OB130,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,40000,,,11,17,
3.12.2020,third,OughtaBe,14,Peonie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,7000,,,,,
3.12.2020,third,OughtaBe,14,Peonie,LF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,14,Peonie,RH,Corynebac,yes2,,,,,,,2,OB131,Corynebacterium amycolatum,yes_from_CNS_to_Corynebac,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,4000,,,2,12,
3.12.2020,third,OughtaBe,14,Peonie,RF,CNS,yes2,,,,,,,2,OB132,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,20000,,,11,50,
3.12.2020,third,OughtaBe,15,Butterfly,LH,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,6000,,,,,
3.12.2020,third,OughtaBe,15,Butterfly,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,4000,,,,,
3.12.2020,third,OughtaBe,15,Butterfly,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,8000,,,,,
3.12.2020,third,OughtaBe,15,Butterfly,RF,CNS,yes2,,,,,,,2,OB133,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,50000,,,12,13,
3.12.2020,third,OughtaBe,16,Kandykorn,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,9000,,,,,
3.12.2020,third,OughtaBe,16,Kandykorn,LF,CNS,yes2,,,,,,,2,OB134,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,29000,,,13,18,
3.12.2020,third,OughtaBe,16,Kandykorn,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,3000,,,,,
3.12.2020,third,OughtaBe,16,Kandykorn,RF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,17,Kooper,LH,CNS,yes2,,,,,,,2,OB135,Staphylococcus chromogenes,,,,,,,,,,,,,,,,,yes,j,1,c,1,,,,43000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,17,Kooper,LF,Kocuria,yes2,,,,,,,2,OB136,Kocuria species,yes_from_CNS_to_Kocuria,,,,,,,,,,,,,,,,yes,j,1,c,1,,,,13000,,,1,3,
3.12.2020,third,OughtaBe,17,Kooper,RH,Corynebac,no13,Gramneg.noncoli,no13,Gramneg.noncoli,no13,,,13,OB137,Corynebacterium species,,OB138,Acinetobacter species,,OB139,NO ID,yes_nochange,,,,,,,,,,no,j,1,c,1,,,,30000,,,,,
3.12.2020,third,OughtaBe,17,Kooper,RF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,18,Lemon,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,18,Lemon,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,18,Lemon,RH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,18,Lemon,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,19,MsChar,LH,CNS,yes2,,,,,,,2,OB140,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,160000,,,4,2,
3.12.2020,third,OughtaBe,19,MsChar,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,84000,,,,,
3.12.2020,third,OughtaBe,19,MsChar,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,1100000,,,,,
3.12.2020,third,OughtaBe,19,MsChar,RF,,,,,,,,,3,,,,,,,,,,,,,,,,yesonedup,,,,j,1,c,2,,,,70000,,,,,
3.12.2020,third,OughtaBe,20,Karla,LH,CNS,yes27,CNS,yes27,,,,,27,OB141,Staphylococcus chromogenes,,OB142,Staphylococcus chromogenes,,,,,,,,,,,,tbd,,yes,j,3,c,2,,,,70000,,,50,48,yes
3.12.2020,third,OughtaBe,20,Karla,LF,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,4000,,,,,
3.12.2020,third,OughtaBe,20,Karla,RH,CNS,yes27,Strep,yes27,,,,,27,OB143,Staphylococcus chromogenes,,OB144,Streptococcus uberis,,,,,,,,,,,,yes,,yes,j,3,c,2,,,,29000,,,,,yes
3.12.2020,third,OughtaBe,20,Karla,RF,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,8000,,,,,
3.12.2020,third,OughtaBe,21,Spice,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,8000,,,,,
3.12.2020,third,OughtaBe,21,Spice,LF,CNS,yes2,,,,,,,2,OB145,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,63000,,,50,TNTC,
3.12.2020,third,OughtaBe,21,Spice,RH,Corynebac,yes2,,,,,,,2,OB146,Corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,12000,,,3,1,
3.12.2020,third,OughtaBe,21,Spice,RF,Corynebac,yes2,,,,,,,2,OB147,Corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,3000,,,2,2,
3.12.2020,third,OughtaBe,22,Alf,LH,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,2,c,3,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,22,Alf,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,49000,,,,,
3.12.2020,third,OughtaBe,22,Alf,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,33000,,,,,
3.12.2020,third,OughtaBe,22,Alf,RF,CNS,yes2,,,,,,,2,OB148,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,410000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,23,Gold,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,23000,,,,,
3.12.2020,third,OughtaBe,23,Gold,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,23,Gold,RH,SA,yes2,,,,,,,2,OB149,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,4,c,3,,,,330000,,,50,50,
3.12.2020,third,OughtaBe,23,Gold,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,24000,,,,,
3.12.2020,third,OughtaBe,24,Jenny,LH,Strep,yes27,CNS,yes27,,,,,27,OB150,Streptococcus dysgalactiae,,OB151,Staphylococcus haemolyticus,,,,,,,,,,,,yes,,yes,j,2,c,2,,,,200000,,,,,yes
3.12.2020,third,OughtaBe,24,Jenny,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,9000,,,,,
3.12.2020,third,OughtaBe,24,Jenny,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,3000,,,,,
3.12.2020,third,OughtaBe,24,Jenny,RF,Strep,yes2,,,,,,,2,OB152,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,33000,,,50,30,
3.12.2020,third,OughtaBe,25,Tiktac,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,9000,,,,,
3.12.2020,third,OughtaBe,25,Tiktac,LF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,25,Tiktac,RH,CNS,yes27,Strep,yes27,,,,,27,OB153,Staphylococcus chromogenes,,OB154,Streptococcus uberis,,,,,,,,,,,,yes,,yes,j,1,c,1,,,,530000,,,,,yes
3.12.2020,third,OughtaBe,25,Tiktac,RF,SA,yes2,,,,,,,2,OB155,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,620000,,,30,22,
3.12.2020,third,OughtaBe,26,Whinnie,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,43000,,,,,
3.12.2020,third,OughtaBe,26,Whinnie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,5000,,,,,
3.12.2020,third,OughtaBe,26,Whinnie,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,10000,,,,,
3.12.2020,third,OughtaBe,26,Whinnie,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,9000,,,,,
3.12.2020,third,OughtaBe,27,Bullet,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,4000,,,,,
3.12.2020,third,OughtaBe,27,Bullet,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,27,Bullet,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,27,Bullet,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,28,Spot,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2000,,,,,
3.12.2020,third,OughtaBe,28,Spot,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,28,Spot,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,28,Spot,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,0,,,,,
3.12.2020,third,OughtaBe,29,Honey,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,15000,,,,,
3.12.2020,third,OughtaBe,29,Honey,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,11000,,,,,
3.12.2020,third,OughtaBe,29,Honey,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,9000,,,,,
3.12.2020,third,OughtaBe,29,Honey,RF,SA,yes2,SA,other18,,,,,2,OB156,Staphylococcus aureus,,OB157,Staphylococcus aureus,,,,,,,,,,,,no,,yes,j,4,c,3,,,,97000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,30,Butter,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,7000,,,,,
3.12.2020,third,OughtaBe,30,Butter,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,2000,,,,,
3.12.2020,third,OughtaBe,30,Butter,RH,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,2000,,,,,
3.12.2020,third,OughtaBe,30,Butter,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,0,,,,,
3.12.2020,third,OughtaBe,31,Pistol,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,2000,,,,,
3.12.2020,third,OughtaBe,31,Pistol,LF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,4,c,3,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,31,Pistol,RH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,4000,,,,,
3.12.2020,third,OughtaBe,31,Pistol,RF,Strep,no17,,,,,,,17,OB158,Streptococcus dysgalactiae,,,,,,,,,,,yes,,,,,,no,j,4,c,3,,,,1200000,,,5,0,
3.12.2020,third,OughtaBe,32,Penny,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,150000,,,,,
3.12.2020,third,OughtaBe,32,Penny,LF,Kocuria,yes1,,,,,,,1,OB159,Kocuria species,yes_from_CNS_to_Kocuria,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,22000,,,2,4,
3.12.2020,third,OughtaBe,32,Penny,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,4000,,,,,
3.12.2020,third,OughtaBe,32,Penny,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,0,,,,,
3.12.2020,third,OughtaBe,33,Tiktoe,LH,CNS,yes2,,,,,,,2,OB160,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,19000,,,TNTC,TNTC,
3.12.2020,third,OughtaBe,33,Tiktoe,LF,CNS,yes2,,,,,,,2,OB161,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,20000,,,30,TNTC,
3.12.2020,third,OughtaBe,33,Tiktoe,RH,Strep,yes2,,,,,,,2,OB162,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,25000,,,8,15,
3.12.2020,third,OughtaBe,33,Tiktoe,RF,CNS,yes2,,,,,,,2,OB163,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,12000,,,50,TNTC,
3.12.2020,third,OughtaBe,34,Ginger,LH,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,34,Ginger,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,0,,,,,
3.12.2020,third,OughtaBe,34,Ginger,RH,SA,other22,Strep,other22,CNS,other22,,,22,OB164,Staphylococcus aureus,,OB165,Streptococcus uberis,,OB166,Staphylococcus chromogenes,,,,,,,,,,,no,j,1,c,1,,,,1700000,,,,,yes
3.12.2020,third,OughtaBe,34,Ginger,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,350000,,,,,
3.12.2020,third,OughtaBe,35,Katie,LH,CNS,yes2,,,,,,,2,OB167,Staphylococcus chromogenes,,,,,,,,,,,,,,,,,yes,j,1,c,1,,,,110000,,,TNTC,50,
3.12.2020,third,OughtaBe,35,Katie,LF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
3.12.2020,third,OughtaBe,35,Katie,RH,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,41000,,,,,
3.12.2020,third,OughtaBe,35,Katie,RF,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,,,,Not analyzed,,,,,
1.17.2020,first,Paddlebridge,1,Loha32,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,27000,,,,,
1.17.2020,first,Paddlebridge,1,Loha32,LF,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,11000,,,,,
1.17.2020,first,Paddlebridge,1,Loha32,RH,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,12000,,,,,
1.17.2020,first,Paddlebridge,1,Loha32,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,9000,,,,,
1.17.2020,first,Paddlebridge,2,GloryBe29,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,25000,,,,,
1.17.2020,first,Paddlebridge,2,GloryBe29,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,2000,,,,,
1.17.2020,first,Paddlebridge,2,GloryBe29,RH,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,5000,,,,,
1.17.2020,first,Paddlebridge,2,GloryBe29,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,2000,,,,,
1.17.2020,first,Paddlebridge,3,Champne25,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,5000,,,,,
