,cow_id,quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_imi,first_path_2,first_path2_imi,first_path_3,first_path3_imi,first_path_4,first_path4_imi,first_quarter_code,first_isolate_1,first_path_1_maldi_final_id,first_fix_1,first_isolate_2,first_path_2_maldi_final_id,first_fix_2,first_isolate_3,first_path_3_maldi_final_id,first_fix_3,first_isolate_4,first_path_4_maldi_final_id,first_fix_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_imi_series,first_hygiene_scorer_1,first_hygiene_1,first_hygiene_scorer_2,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_dup_a_cfu_count,first_dup_b_cfu_count,first_more_than_2_org_present,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_imi,second_path_2,second_path2_imi,second_path_3,second_path3_imi,second_path_4,second_path4_imi,second_quarter_code,second_isolate_1,second_path_1_maldi_final_id,second_fix_1,second_isolate_2,second_path_2_maldi_final_id,second_fix_2,second_isolate_3,second_path_3_maldi_final_id,second_fix_3,second_isolate_4,second_path_4_maldi_final_id,second_fix_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_imi_series,second_hygiene_scorer_1,second_hygiene_1,second_hygiene_scorer_2,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_dup_a_cfu_count,second_dup_b_cfu_count,second_more_than_2_org_present,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_imi,third_path_2,third_path2_imi,third_path_3,third_path3_imi,third_path_4,third_path4_imi,third_quarter_code,third_isolate_1,third_path_1_maldi_final_id,third_fix_1,third_isolate_2,third_path_2_maldi_final_id,third_fix_2,third_isolate_3,third_path_3_maldi_final_id,third_fix_3,third_isolate_4,third_path_4_maldi_final_id,third_fix_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_imi_series,third_hygiene_scorer_1,third_hygiene_1,third_hygiene_scorer_2,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_dup_a_cfu_count,third_dup_b_cfu_count,third_more_than_2_org_present,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_imi,fourth_path_2,fourth_path2_imi,fourth_path_3,fourth_path3_imi,fourth_path_4,fourth_path4_imi,fourth_quarter_code,fourth_isolate_1,fourth_path_1_maldi_final_id,fourth_fix_1,fourth_isolate_2,fourth_path_2_maldi_final_id,fourth_fix_2,fourth_isolate_3,fourth_path_3_maldi_final_id,fourth_fix_3,fourth_isolate_4,fourth_path_4_maldi_final_id,fourth_fix_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_imi_series,fourth_hygiene_scorer_1,fourth_hygiene_1,fourth_hygiene_scorer_2,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_dup_a_cfu_count,fourth_dup_b_cfu_count,fourth_more_than_2_org_present,fourth_uniqueID
771,fresno_Lynd,RF,12.19.2019,first,Lynd,24,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,6000,,,,,,fresno_Lynd_RF,1.30.2020,second,Lynd,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,4000,,,,,,fresno_Lynd_RF,3.5.2020,third,Lynd,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,14000,,,,,,fresno_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresno_Lynd_RF_fourth
772,fresno_Lynd,RH,12.19.2019,first,Lynd,24,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,8000,,,,,,fresno_Lynd_RH,1.30.2020,second,Lynd,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,5000,,,,,,fresno_Lynd_RH,3.5.2020,third,Lynd,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,13000,,,,,,fresno_Lynd_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresno_Lynd_RH_fourth
773,gabrielle_Butterworks,LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3.2020,third,Butterworks,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,0,,,,,,gabrielle_Butterworks_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gabrielle_Butterworks_LF_fourth
774,gabrielle_Butterworks,LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3.2020,third,Butterworks,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,11000,,,,,,gabrielle_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gabrielle_Butterworks_LH_fourth
775,gabrielle_Butterworks,RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3.2020,third,Butterworks,31,?,yes2,,,,,,,2,bw154,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,n,4,c,3,NA,NA,NA,8000,,,6,7,,gabrielle_Butterworks_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gabrielle_Butterworks_RF_fourth
776,gabrielle_Butterworks,RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3.2020,third,Butterworks,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,36000,,,,,,gabrielle_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gabrielle_Butterworks_RH_fourth
777,genie_StonyPond,LF,12.12.2019,first,StonyPond,28,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,16000,,,,,,genie_StonyPond_LF,1.10.2020,second,StonyPond,29,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,12000,,,,,,genie_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genie_StonyPond_LF_fourth
778,genie_StonyPond,LH,12.12.2019,first,StonyPond,28,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,34000,,,,,,genie_StonyPond_LH,1.10.2020,second,StonyPond,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,20000,,,,,,genie_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genie_StonyPond_LH_fourth
779,genie_StonyPond,RF,12.12.2019,first,StonyPond,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,84000,,,,,,genie_StonyPond_RF,1.10.2020,second,StonyPond,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,62000,,,,,,genie_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genie_StonyPond_RF_fourth
780,genie_StonyPond,RH,12.12.2019,first,StonyPond,28,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,39000,,,,,,genie_StonyPond_RH,1.10.2020,second,StonyPond,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,16000,,,,,,genie_StonyPond_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genie_StonyPond_RH_fourth
781,germ1140_Paddlebridge,LF,1.17.2020,first,Paddlebridge,4,,,,,,,,,3,,,,,,,,,,,,,yes,,,,,,,j,3,c,3,NA,NA,NA,1400000,,,,,,germ1140_Paddlebridge_LF,2.21.2020,second,Paddlebridge,1,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,m,3,c,2,NA,NA,NA,NA,,,,,,germ1140_Paddlebridge_LF,3.20.2020,third,Paddlebridge,1,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,NA,NA,NA,NA,,,,,,germ1140_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,germ1140_Paddlebridge_LF_fourth
782,germ1140_Paddlebridge,LH,1.17.2020,first,Paddlebridge,4,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,3000,,,,,,germ1140_Paddlebridge_LH,2.21.2020,second,Paddlebridge,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,2000,,,,,,germ1140_Paddlebridge_LH,3.20.2020,third,Paddlebridge,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,56000,,,,,,germ1140_Paddlebridge_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,germ1140_Paddlebridge_LH_fourth
783,germ1140_Paddlebridge,RF,1.17.2020,first,Paddlebridge,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,6000,,,,,,germ1140_Paddlebridge_RF,2.21.2020,second,Paddlebridge,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,8000,,,,,,germ1140_Paddlebridge_RF,3.20.2020,third,Paddlebridge,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,4000,,,,,,germ1140_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,germ1140_Paddlebridge_RF_fourth
784,germ1140_Paddlebridge,RH,1.17.2020,first,Paddlebridge,4,cns,yes2,,,,,,,2,pb001,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,150000,,,17,50,,germ1140_Paddlebridge_RH,2.21.2020,second,Paddlebridge,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,67000,,,,,,germ1140_Paddlebridge_RH,3.20.2020,third,Paddlebridge,1,cns,yes2,,,,,,,2,pb062,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,46000,,,7,6,,germ1140_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,germ1140_Paddlebridge_RH_fourth
785,gif9_Paddlebridge,LF,1.17.2020,first,Paddlebridge,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,64000,,,,,,gif9_Paddlebridge_LF,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,5000,,,,,,gif9_Paddlebridge_LF,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,gif9_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_LF_fourth
786,gif9_Paddlebridge,LH,1.17.2020,first,Paddlebridge,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,40000,,,,,,gif9_Paddlebridge_LH,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,5000,,,,,,gif9_Paddlebridge_LH,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,6000,,,,,,gif9_Paddlebridge_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_LH_fourth
787,gif9_Paddlebridge,RF,1.17.2020,first,Paddlebridge,16,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,75000,,,,,,gif9_Paddlebridge_RF,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,4000,,,,,,gif9_Paddlebridge_RF,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,5000,,,,,,gif9_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_RF_fourth
788,gif9_Paddlebridge,RH,1.17.2020,first,Paddlebridge,16,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,62000,,,,,,gif9_Paddlebridge_RH,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,3000,,,,,,gif9_Paddlebridge_RH,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,gif9_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_RH_fourth
789,gift379_Paddlebridge,LF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,pb023,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,210000,,,21,50,,gift379_Paddlebridge_LF,2.21.2020,second,Paddlebridge,28,cns,yes1,,,,,,,1,pb054,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,150000,,,50,50,yes,gift379_Paddlebridge_LF,3.20.2020,third,Paddlebridge,28,cns,yes2,,,,,,,2,pb091,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,130000,,,17,2,,gift379_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_LF_fourth
790,gift379_Paddlebridge,LH,1.17.2020,first,Paddlebridge,30,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,9000,yes,,,,,gift379_Paddlebridge_LH,2.21.2020,second,Paddlebridge,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,9000,,,,,,gift379_Paddlebridge_LH,3.20.2020,third,Paddlebridge,28,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,,gift379_Paddlebridge_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_LH_fourth
791,gift379_Paddlebridge,RF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,pb024,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,190000,,,tntc,30,,gift379_Paddlebridge_RF,2.21.2020,second,Paddlebridge,28,cns,yes2,,,,,,,2,pb055,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,180000,,,30,50,,gift379_Paddlebridge_RF,3.20.2020,third,Paddlebridge,28,cns,yes1,,,,,,,1,pb092,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,180000,,,50,tntc,yes,gift379_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_RF_fourth
792,gift379_Paddlebridge,RH,1.17.2020,first,Paddlebridge,30,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,7000,,,,,,gift379_Paddlebridge_RH,2.21.2020,second,Paddlebridge,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,7000,,,,,,gift379_Paddlebridge_RH,3.20.2020,third,Paddlebridge,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,7000,,,,,,gift379_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_RH_fourth
793,gigi_Swallowdale,LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,5000,,,,,,gigi_Swallowdale_LF,2.28.2020,third,Swallowdale,31,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,8000,,,,,,gigi_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigi_Swallowdale_LF_fourth
794,gigi_Swallowdale,LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,12000,,,,,,gigi_Swallowdale_LH,2.28.2020,third,Swallowdale,31,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,4000,,,,,,gigi_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigi_Swallowdale_LH_fourth
795,gigi_Swallowdale,RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,26000,,,,,,gigi_Swallowdale_RF,2.28.2020,third,Swallowdale,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,58000,,,6,12,,gigi_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigi_Swallowdale_RF_fourth
796,gigi_Swallowdale,RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,35,sa,yes2,,,,,,,2,sw091,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,NA,NA,NA,NA,NA,NA,1100000,,,14,18,,gigi_Swallowdale_RH,2.28.2020,third,Swallowdale,31,sa,yes1,,,,,,,1,sw126,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,3000000,,,,,,gigi_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigi_Swallowdale_RH_fourth
